"NO","Hospital","Status","Homepage","Channels","Doctors","Channel Count","Doctor Name","Role","Source","Photo","Education (top 3)","Career (top 3)","Credentials (top 3)","Final URL"
"3763","예쁨주의쁨의원","success","http://www.ppeum22.com","[Phone] tel:025185020","14","1","심혜선","원장","dom_text","N","연세대학교 졸업 | 경북대학교 의학전문대학원 졸업 | 인하대학교병원 전문의","전) 아이니클리닉 대표원장 | 서울대병원 수련의","대한피부레이저 학회 회원 | 대한피부미용레이저의학회 정회원 | 대한필러학회 정회원","http://www.ppeum22.com/new/main/main.php?"
"3763","예쁨주의쁨의원","success","http://www.ppeum22.com","[Phone] tel:025185020","14","1","이민기","원장","dom_text","N","학교 졸업 | 경북대학교 의학전문대학원 졸업 | 인하대학교병원 전문의","전) 아이니클리닉 대표원장 | 서울대병원 수련의","대한피부레이저 학회 회원 | 대한피부미용레이저의학회 정회원 | 대한필러학회 정회원","http://www.ppeum22.com/new/main/main.php?"
"3763","예쁨주의쁨의원","success","http://www.ppeum22.com","[Phone] tel:025185020","14","1","유안지","대표원장","dom_text","N","교 의학전문대학원 졸업 | 제주대학교 의학전문대학원 학석사통합과정 졸업 | 제주대학교병원 수련의","서울대병원 수련의","대한피부미용레이저의학회 정회원 | 대한필러학회 정회원 | 대한필러학회 정회원","http://www.ppeum22.com/new/main/main.php?"
"3763","예쁨주의쁨의원","success","http://www.ppeum22.com","[Phone] tel:025185020","14","1","박동찬","원장","dom_text","N","제주대학교 의학전문대학원 학석사통합과정 졸업 | 제주대학교병원 수련의 | 부산대학교 의과대학 졸업","","대한필러학회 정회원 | 대한미용성형레이저의학회 정회원 | 대한미용의학회 정회원","http://www.ppeum22.com/new/main/main.php?"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","이창윤","대표원장","dom_text","N","고려대학교 의과대학 졸업 | 고려대학교 의료원 가정의학과 전문의 | 서울대학교 의과대학 졸업","일산백병원 가정의학과 수련의 | 일산백병원 가정의학과 전문의","대한미용성형학회 정회원 | 대한레이저학회 정회원 | 대한레이저피부모발학회 회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","최희원","대표원장","dom_text","N","서울대학교 의과대학 졸업 | 서울대학교병원 수련의 | 서울대학교병원 가정의학과 전문의","일산백병원 가정의학과 수련의 | 일산백병원 가정의학과 전문의","대한레이저피부모발학회 회원 | 대한비만미용학회 회원 | 한국피부비만성형학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","심동규","대표원장","dom_text","N","고려대학교 의과대학 졸업 | 고려대학교 의학전문대학원 의학석사 | 단국대학교 의과대학 의학과 졸업","일산백병원 가정의학과 수련의 | 일산백병원 가정의학과 전문의","의학과 전문의 | 대한비만미용학외 정회원 | 국제미용외과학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","서형철","대표원장","dom_text","N","단국대학교 의과대학 의학과 졸업 | 단국대학교 의료원 응급의학과 전문의 | 강원대학교 의과대학 졸업","일산백병원 가정의학과 수련의 | 일산백병원 가정의학과 전문의","국제미용외과학회 정회원 | 대한비만학회 정회원 | 대한미용성형레이저의학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","장진권","대표원장","dom_text","N","강원대학교 의과대학 졸업 | 울산대학교 아산병원 가정의학과 외래교수 | 고려대학교 의과대학 졸업","일산백병원 가정의학과 수련의 | 일산백병원 가정의학과 전문의","교 의료원 응급의학과 전문의 | 대한미용의학회 정회원 | 대한레이저피부모발의학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","최준석","대표원장","dom_text","N","고려대학교 의과대학 졸업 | 고려대학교 의료원 수련의 | 고려대학교 의료원 가정의학과 전문의","병원 가정의학과 외래교수","대한비만미용학회 정회원 | 국제미용외과학회 정회원 | 대한미용성형레이저의학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","이석호","대표원장","dom_text","N","고려대학교 의료원 가정의학과 전문의 | 부산대학교 의학전문대학원 졸업 | 부산대학교 의학전문대학원 의학석사","","대한미용성형의학회 정회원 | 대한피부미용학회 정회원 | 대한미용성형레이저학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","윤광원","대표원장","dom_text","N","학전문대학원 졸업 | 부산대학교 의학전문대학원 의학석사 | 고려대학교 의료원 수련의","서울아산병원 수련의","대한미용성형레이저학회 정회원 | 대한비만미용치료학회 정회원 | 대한피부미용학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","박상희","대표원장","dom_text","N","학교 의과대학 의학과 졸업 | 고려대학교 의과대학 졸업 | 고려대학교 의료원 통증의학과 전문의","서울아산병원 수련의","대한피부미용학회 정회원 | 대한레이저피부모발학회 정회원 | 대한비만체형학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","박준태","대표원장","dom_text","N","고려대학교C 의료원 임상교수 | 경희대학교 졸업 | 강원대학교 의학전문대학원 석사","서울아산병원 수련의","대한비만체형학회 정회원 | 대한미용외과학회 정회원 | 국제미용외과학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","김윤병","대표원장","dom_text","N","고려대학교 의과대학 졸업 | 고려대학교 의과대학 의학석사 | 고려대학교 의료원 여성의학과 전문의","서울아산병원 수련의","국제미용외과학회 정회원 | 대한레이저피부모발학회 정회원 | 대한피부미용학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","최의제","대표원장","dom_text","N","학교 의과대학 의학석사 | 고려대학교 의료원 여성의학과 전문의 | 한양대학교 의과대학 졸업","서울아산병원 수련의 | 서울 중앙보훈병원 수련의","대한피부미용학회 정회원 | 국제미용외과학회 정회원 | 대한레이저피부모발학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","문은혜","대표원장","dom_text","N","한양대학교의료원 임상조교수 | 부산대학교 의학전문대학원 졸업 | 서울대학교 졸업","서울아산병원 수련의 | 서울 중앙보훈병원 수련의 | 서울백병원 가정의학과 전문의","후과 전문의 | 대한레이저피부모발학회 정회원 | 국제미용외과학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","김휘강","대표원장","dom_text","N","서울대학교 졸업 | 경희대학교 의학전문대학원 의학석사 | 경희대학교병원 수련의","서울 중앙보훈병원 수련의 | 서울백병원 가정의학과 전문의 | 삼성서울병원 수련의","대한피부미용학회 정회원 | 대한미용성형레이저의학회 정회원 | 대한피부미용학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","윤동진","대표원장","dom_text","N","대학교병원 수련의 | 한양대학교 의과대학 졸업 | 고려대학교 의료원 가정의학과 전문의","서울 중앙보훈병원 수련의 | 서울백병원 가정의학과 전문의 | 삼성서울병원 수련의","대한미용성형레이저의학회 정회원 | 대한피부미용학회 정회원 | 대한필러학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","윤호석","대표원장","dom_text","N","대학교 의과대학 졸업 | 고려대학교 의료원 가정의학과 전문의 | 고려대학교 의과대학 졸업","서울 중앙보훈병원 수련의 | 서울백병원 가정의학과 전문의 | 삼성서울병원 수련의","대한미용의학회 정회원 | 대한비만미용치료학회 정회원 | 대한레이저피부모발학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","박정진","대표원장","dom_text","N","고려대학교 의과대학 졸업 | 고려대학교 의료원 수련의 | 전북대학교 의학전문대의학원 졸업","서울 중앙보훈병원 수련의 | 서울백병원 가정의학과 전문의 | 삼성서울병원 수련의","대한피부미용학회 정회원 | 대한피부모발학회 정회원 | 대한레이저학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","최원영","대표원장","dom_text","N","인제대학교 의과대학 졸업 | 경희대학교 의학전문대학원 졸업 | 경희대학교 의학전문대학원 의학석사","서울백병원 가정의학과 전문의 | 삼성서울병원 수련의 | 서울아산병원 임상약리학과 전공의","대한레이저학회 정회원 | 대한레이저피부모발학회 정회원 | 대한비만미용치료학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","임다정","대표원장","dom_text","N","학교 의과대학 졸업 | 경희대학교 의학전문대학원 졸업 | 경희대학교 의학전문대학원 의학석사","서울백병원 가정의학과 전문의 | 삼성서울병원 수련의 | 서울아산병원 임상약리학과 전공의","대한레이저피부모발학회 정회원 | 대한비만미용치료학회 정회원 | 대한미용성형레이저의학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","최민제","대표원장","dom_text","N","단국대학교 의과대학 의학과 졸업 | 고려대학교 의과대학 의학석사 | 고려대학교 의료원 통증의학과 전문의","서울아산병원 임상약리학과 전공의 | 분당차병원 수련의 | (전)쁨클리닉 분당점 원장","형학회 정회원 | 대한미용외과학회 정회원 | ""• 대한비만체형학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","김운집","대표원장","dom_heading","N","울산대학교 의과대학 졸업 | 울산대학교 의과대학 대학원 졸업 | 고려대학교 안압병원 임상약리학과 임상강사","서울아산병원 임상약리학과 전공의 | 분당차병원 수련의 | (전)쁨클리닉 분당점 원장","학교 의료원 통증의학과 전문의 | 대한미용의학회 정회원 | 국제미용외과학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","이은지","대표원장","dom_heading","N","울산대학교 의과대학 졸업 | 울산대학교 의과대학 대학원 졸업 | 고려대학교 안압병원 임상약리학과 임상강사","서울아산병원 임상약리학과 전공의 | 분당차병원 수련의 | (전)쁨클리닉 분당점 원장","대한레이저피부모발학회 정회원 | 대한미용성형레이저의학회 정회원 | 대한피부미용학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","안병찬","대표원장","dom_heading","N","을지대학교 의과대학 졸업 | 을지대학교 의과대학 가정의학과 전문의 | 충남대학교 의과대학 졸업","분당차병원 수련의 | (전)쁨클리닉 분당점 원장 | 좋은삼선병원 수련의","대한레이저피부모발학회 정회원 | 대한미용성형레이저의학회 정회원 | 대한피부미용학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","권다해","대표원장","dom_heading","N","중앙대학교 의학전문대학원 졸업 | 연세대학교 졸업 | 전북대학교 의학전문대학원 졸업","분당차병원 수련의 | (전)쁨클리닉 분당점 원장 | 좋은삼선병원 수련의","대한피부미용학회 정회원 | 대한레이저피부모발학회 정회원 | 대한비만미용치료학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","김종태","대표원장","dom_heading","N","중앙대학교 의학전문대학원 졸업 | 연세대학교 졸업 | 전북대학교 의학전문대학원 졸업","(전)쁨클리닉 분당점 원장 | 좋은삼선병원 수련의 | 국립중앙의료원 수련의","대한비만미용치료학회 정회원 | 대한미용성형레이저의학회 정회원 | 대한레이저미용학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","안광은","대표원장","dom_heading","N","전북대학교 의학전문대학원 졸업 | 서울대학교 졸업 | 한양대학교 의학전문대학원 졸업","국립중앙의료원 수련의 | 국립경찰병원 가정의학과 전문의 | 국립경찰병원 가정의학과 전문의","대한레이저미용학회 정회원 | 대한피부모발학회 정회원 | 대한미용성형레이저학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","정하영","대표원장","dom_heading","N","서울대학교 졸업 | 한양대학교 의학전문대학원 졸업 | 한양대학교 의료원 수련의","원 수련의 | 국립경찰병원 가정의학과 전문의 | 국립경찰병원 가정의학과 전문의","대한레이저미용학회 정회원 | 대한피부모발학회 정회원 | 대한미용성형레이저학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","김자영","대표원장","dom_heading","N","의학전문대학원 졸업 | 한양대학교 의료원 수련의 | 서울대학교 졸업","국립경찰병원 가정의학과 전문의 | 상계백병원 가정의학과 전문의 | 서울순천향병원 수련의","대한미용성형레이저학회 정회원 | 대한비만미용치료학회 정회원 | 대한레이저피부모발학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","김진구","대표원장","dom_heading","N","교 의학전문대학원 석사 | 한양대학교 의과대학 졸업 | 한양대학교의료원 수련의","상계백병원 가정의학과 전문의 | 서울순천향병원 수련의 | (구)에비뉴 여성병원 원장","대한레이저피부모발학회 정회원 | 대한미용외과학회 정회원 | 대한미용성형레이저의학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","오승현","대표원장","dom_heading","N","한양대학교 의과대학 졸업 | 한양대학교의료원 수련의 | 서울대학교 학사","상계백병원 가정의학과 전문의 | 서울순천향병원 수련의 | (구)에비뉴 여성병원 원장","대한미용성형레이저의학회 정회원 | 대한피부미용학회 정회원 | 대한피부미용학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","박재형","대표원장","dom_heading","N","서울대학교 학사 | 경희대학교 의학전문대학원 의학석사 | 경희대학교병원 수련의","서울순천향병원 수련의 | (구)에비뉴 여성병원 원장 | 일산백병원 가정의학과 수련의","대한피부미용학회 정회원 | 대한비만체형학회 정회원 | 대한피부미용학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","권도영","대표원장","dom_heading","N","전남대학교의학전문대학원 석사 | 강원대학교 의과학원 졸업 | 서울대학교 졸업","서울순천향병원 수련의 | (구)에비뉴 여성병원 원장 | 일산백병원 가정의학과 수련의","대한피부미용학회 정회원 | 대한레이저피부모발학회 정회원 | 한국원자력의료원 여성의학과 전문의","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","이상범","대표원장","dom_heading","N","강원대학교 의과학원 졸업 | 서울대학교 졸업 | 인하대학교 의학전문대학원 의학석사","(구)에비뉴 여성병원 원장 | 일산백병원 가정의학과 수련의 | 일산백병원 가정의학과 전문의","한국원자력의료원 여성의학과 전문의 | 국제미용외과학회 정회원 | 대한피부미용학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","박새영","대표원장","dom_heading","N","전북대학교 의학전문대학원 졸업 | 강원대학교 의학전문대학원 졸업 | 강원대학교 의학전문대학교 의학석사","일산백병원 가정의학과 수련의 | 일산백병원 가정의학과 전문의 | 중앙보훈병원 수련의","형레이저의학회 정회원 | 대한임상미용의학회 정회원 | 대한레이저피부모발학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","박석용","대표원장","dom_heading","N","강원대학교 의학전문대학원 졸업 | 강원대학교 의학전문대학교 의학석사 | 가톨릭관동대학교 의과대학 졸업","중앙보훈병원 수련의 | 국립경찰병원 수련의 | 삼성 서울병원 수련의","한가정의학회 정회원 | 대한스포츠의학회 인증전문의 | 대한피부미용학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","임찬영","대표원장","dom_heading","N","강원대학교 의학전문대학교 의학석사 | 가톨릭관동대학교 의과대학 졸업 | 연세대학교 신촌세브란스의료원 수련의","중앙보훈병원 수련의 | 국립경찰병원 수련의 | 삼성 서울병원 수련의","대한피부미용학회 정회원 | 대한레이저피부모발학회 정회원 | 대한비만학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","권동우","대표원장","dom_heading","N","부산대학교 약학대학 졸업 | 부산대학교 의학전문대학원 석사 | 한림대학교의료원 강동성심병원 가정의학과 전문의","학교 신촌세브란스의료원 수련의 | 국립경찰병원 수련의 | 삼성 서울병원 수련의","대한비만학회 정회원 | 대한미용성형레이저의학회 정회원 | 대한미용성형레이저의학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","이혜규","대표원장","dom_heading","N","경북대학교 의학전문대학원 석사 | 건국대학교 의학전문대학원 졸업 의학석사 | 건국대학교 의료원 수련의","삼성 서울병원 수련의 | 서울백병원 수련의 | 서울백병원 가정의학과 전문의","대한미용성형레이저의학회 정회원 | 대한레이저피부미용학회 정회원 | 대한피부비만연구회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","김하영","대표원장","dom_heading","N","경북대학교 의학전문대학원 석사 | 건국대학교 의학전문대학원 졸업 의학석사 | 건국대학교 의료원 수련의","삼성 서울병원 수련의 | 서울백병원 수련의 | 서울백병원 가정의학과 전문의","대한비만미용학회 정회원 | 대한필러학회 정회원 | 대한비만미용학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","박기병","대표원장","dom_heading","N","건국대학교 의학전문대학원 졸업 의학석사 | 건국대학교 의료원 수련의 | 인제대학교 의과대학 졸업","서울백병원 수련의 | 서울백병원 가정의학과 전문의 | 순천향서울병원 가정의학과 전뭉의","대한비만미용학회 정회원 | 대한레이저피부모발학회 정회원 | 대한피부미용학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","장인혁","대표원장","dom_heading","N","한양대학교 의과대학 졸업 | 연세대학교 신촌세브란스의료원 수련의 | 전북대학교 의과대학 졸업","서울백병원 수련의 | 서울백병원 가정의학과 전문의 | 순천향서울병원 가정의학과 전뭉의","대한피부미용학회 정회원 | 대한가정의학회 정회원 | 대한레이저피부모발학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","강병훈","대표원장","dom_heading","N","학 졸업 | 연세대학교 신촌세브란스의료원 수련의 | 전북대학교 의과대학 졸업","순천향서울병원 가정의학과 전뭉의 | 서울아산병원 수련의 | 경희의료원 수련의","대한레이저피부모발학회 정회원 | 대한미용성형레이저의학회 정회원 | 한국피부비만성형학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","정승은","대표원장","dom_heading","N","전북대학교 의과대학 졸업 | 이화여자대학교 졸업 | 전남대학교 의학전문대학원 석사","순천향서울병원 가정의학과 전뭉의 | 서울아산병원 수련의 | 경희의료원 수련의","대한필러학회 정회원 | 대한비만미용학회 정회원 | 대한레이저피부모발학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","전민주","대표원장","dom_heading","N","울산대학교 의과대학 졸업 | 서울대학교병원 가정의학과 전문의 | 연세대학교 졸업","서울아산병원 수련의 | 경희의료원 수련의","대한비만미용학회 정회원 | 대한미용의사회 정회원 | 대한미용성형레이저의학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","유지상","대표원장","dom_heading","N","울산대학교 의과대학 졸업 | 서울대학교병원 가정의학과 전문의 | 연세대학교 졸업","서울아산병원 수련의 | 경희의료원 수련의","대한비만미용학회 정회원 | 대한미용의사회 정회원 | 대한미용성형레이저의학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","최우혁","대표원장","dom_heading","N","연세대학교 졸업 | 차의과학대학교 의학전문대학원 석사 | 고려대학교 졸업","경희의료원 수련의","대한미용의사회 정회원 | 대한미용성형레이저의학회 정회원 | 대한비만학회 정회원","https://www.maypureclinic.com/"
"3976","메이퓨어의원","success","https://www.maypureclinic.com/ko/","[KakaoTalk] https://pf.kakao.com/_qkHdT
[Phone] tel:0222789990","47","2","송완석","대표원장","dom_heading","N","고려대학교 졸업 | 경희대학교 의과대학 졸업 | 순천향대학교 의과대학 졸업","경희의료원 수련의","대한미용의사회 정회원 | 대한미용성형레이저의학회 정회원 | 대한비만학회 정회원","https://www.maypureclinic.com/"
"10651","더힐피부과의원","partial","http://thehillderma.com","[NaverBlog] https://blog.naver.com/thehillderma
[Phone] tel:0264848200
[Phone] tel:0264848203","0","3","","","","","","","","http://thehillderma.com/"
"10699","프라이즈피부과의원","success","https://prizemedi.com/","[KakaoTalk] https://pf.kakao.com/_XZDxmG
[NaverBooking] https://m.booking.naver.com/booking/13/bizes/1126484?theme=place&service-target=map-pc&area=plt
[Phone] tel:0269587560","1","3","김미선","대표원장","dom_text","N","한양대학교 의과대학 졸업","을지병원 피부과 외래교수","피부과 전문의 | 대한피부과학회 정회원 | 대한피부과의사회 정회원","https://prizemedi.com/"
"10777","인샤인피부과의원","partial","http://inshineskin.com/","[Facebook] https://www.facebook.com/sunghwan.youn
[Instagram] https://www.instagram.com/inshineskin
[KakaoTalk] http://pf.kakao.com/_AsJxbxl
[NaverBlog] https://blog.naver.com/inshineskin
[Phone] tel:0221388270
[Phone] tel:0221388279","0","6","","","","","","","","http://inshineskin.com/"
"10826","림피부과의원","success","http://www.rimskinclinic.com/","[Facebook] https://www.facebook.com/profile.php?id=100017821098453
[Instagram] https://www.instagram.com/rimskin_clinic
[KakaoTalk] http://pf.kakao.com/_WixfDxj/chat
[NaverBlog] https://blog.naver.com/rimskin23
[Phone] tel:01097873462
[Phone] tel:025453462","1","6","신자경","대표원장","dom_text","N","","흉터클리닉 | 피부재생클리닉 | 고객센터: 02-545-3462 / 010-9787-3462","피부과 전문의 | 대한피부과학회 정회원 | 대한피부과의사회 정회원","http://www.rimskinclinic.com/"
"10834","보스피부과의원","success","https://www.vos.co.kr","[Facebook] https://www.facebook.com/VOS.Dermatology.Clinic
[Instagram] https://www.instagram.com/vos_skinclinic
[KakaoTalk] https://pf.kakao.com/_rALZK/chat
[NaverBooking] https://booking.naver.com/booking/13/bizes/1243890
[Phone] tel:025155515
[Phone] tel:0260099203
[YouTube] https://www.youtube.com/@drhong3_cosmetic","3","7","김홍석","원장","dom_text","N","동아대학교 의과대학 수석 졸업 | 전) 충청대학교 의료미용학과 겸임교수 | 동국대학교 뷰티메디컬학과 겸임교수","","피부과전문의 | 대한피부과항노화학회 이사 | 대한화장품의학회 회원","https://vos.co.kr/"
"10834","보스피부과의원","success","https://www.vos.co.kr","[Facebook] https://www.facebook.com/VOS.Dermatology.Clinic
[Instagram] https://www.instagram.com/vos_skinclinic
[KakaoTalk] https://pf.kakao.com/_rALZK/chat
[NaverBooking] https://booking.naver.com/booking/13/bizes/1243890
[Phone] tel:025155515
[Phone] tel:0260099203
[YouTube] https://www.youtube.com/@drhong3_cosmetic","3","7","전체","의사","dom_text","N","동아대학교 의과대학 수석 졸업 | 전) 충청대학교 의료미용학과 겸임교수 | 동국대학교 뷰티메디컬학과 겸임교수","","피부과전문의 | 대한피부과항노화학회 이사 | 대한화장품의학회 회원","https://vos.co.kr/"
