csv_no,place_id,naver_name,naver_address,derma_specialist_count,operating_hours_json,lunch_break,last_order,closed_days_json,amenities_json,parking_available,parking_detail,description,nearest_subway_json,road_guide,homepage_url,booking_url,talktalk_url,instagram_url,blog_url,youtube_url,kakao_url,other_links_json,photo_count,home_url,information_url,photo_page_url,crawl_status,crawl_started_at,crawl_completed_at,error_messages_json
2538,,미포인트의원,경상남도 남해군 남해읍 화전로96번가길 21 3층 미포인트의원,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2539,,남해중앙메디컬의원,경상남도 남해군 남해읍 망운로10번길 20 1~4층,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2540,,율하엘의원,경상남도 김해시 율하1로 110 중앙프라자 601호,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2541,,미라인의원,울산광역시 북구 염포로 601 현대자동차문화회관 2층,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2542,,센텀코어더율의원,경상남도 김해시 율하6로 56 율하메이저타워 6층 센텀코어더율의원,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2543,,루시아의원,전라남도 여수시 쌍봉로 36,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2544,,브랜드유의원,전라남도 여수시 시청로 46 5층,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2545,,에이스의원,전라남도 여수시 시청로 23 동양빌딩 2층,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2546,,바로그의원 여수,전라남도 여수시 시청로 19 201호,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2547,,스노우의원 여수점,전라남도 여수시 시청로 15 3층 1호,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2548,,메이유의원,전라남도 여수시 망마로 21 4층,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2549,,화이트앤블루의원,전라남도 여수시 망마로 25 은혜요양병원 5층,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2550,,나온의원,전라남도 여수시 망마로 31 3층,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2551,809953538,맑은의원,부산광역시 북구 화명신도시로 127 7층,0,"{""수"": ""09:30~20:30"", ""목"": ""09:30~20:30"", ""금"": ""09:30~20:30"", ""토"": ""09:30~16:00"", ""일"": ""09:30~16:00"", ""월(2/16)"": ""09:30~16:00""}",13:00~14:00,,"[""화(2/17) (설날 휴무)"", ""설날 (02/17~02/18)""]",,,,"건강과 행복을 드리는 맑은숲고든몸한의원 입니다.

※ 추나요법 치료 경력 15년 이상 남자원장님이 진료합니다.

- 척추신경추나의학회 정회원
- 시리악스CYRIAX 정형의학 연구회 정회원
- 추나치료네트워크 고든몸한의원 총괄이사
- 한약처방연구 상한금궤학회 학술이사 역임
- 2018년 동의대 임상실습 외래교수

※ 경력 13년차 이상 여자원장님이 진료합니다.

- 여원장님 선호하시는 환자분들은 편안하게 지정 치료 받으실 수 있습니다.

※ 진료 소개

- 추나요법이 건강보험에 편입되기 훨씬 이전인 2011년도부터 근골격계 추나치료와 연구를 해왔습니다.
- 통증 질환이나 교통사고후유증으로 고생하고 계신다면 본원으로 내원해주시면 정성껏 정확하게 진료해드리겠습니다.

- 꼼꼼한 상담과 침 봉약침치료 물리치료
- 교통사고 외래치료/ 입원치료 (1인실 입원실 운영)
- 체형검사기기 완비. 검사 데이터를 토대로 정확한 척추관절 추나치료
- 성장한약 다이어트 산후보약 비염 등 효과높은 개인별 맞춤 한약 처방합니다

※ 주요 진료항목

- 교통사고후유증 외래치료
- 교통사고 입원치료 (1인실 입원실 보유)

- 추나요법 체형교정
- 디스크 협착증 척추관절
- 염좌 목 어깨 허리 고관절 무릎 각종통증

- 청소년 성장한약 성장추나 성장침
- 여성 산후보약 산후골반교정
- 다이어트한약 부분체형관리

- 안면마비 구안와사 안면비대칭
- 사마귀 티눈 제거 치료

※ 진료시간

- 월화수목금 평일 야간진료 8시30분까지 (점심시간도 치료 가능)
- 공휴일 토요일 일요일 4시까지 (365일 진료)

※ 교통사고후유증치료, 디스크 및 각종 근골격계 척추통증 클리닉
- 일자목, 거북목, 목디스크, 허리디스크, 턱관절, 오십견, 어깨관절, 엘보우
- 골반교정, 체형교정, 척추교정, 측만증, 골반틀어짐
- 저림, 족저근막염, 수근관증후군, 손목염좌, 척추관절염
- 성장 체형진단 및 체성분 진단을 통한 현재상태 파악
- 척추 부정렬 및 관절 불균형 교정

※ 체질개선, 면역력 강화 클리닉
- 경옥고, 공진단, 면역력 개선 한약
- 1:1 맞춤 처방
- 수험생, 직장인, 중장년, 노년, 갱년기 각종 활력저하 치료

※ 여성질환 클리닉
- 산후다이어트, 산후보약, 생리통, 갱년기, 난임, 질염 등
- 여성원장님의 섬세한 진료

※ 추천한의원, 교통사고후유증, 산재환자 치료 및 입원실 운영
- 화명동한의원, 화명, 덕천동, 덕천, 금곡동, 부산북구, 양산, 물금, 김해 등 내원

※ 한의원 건물 지하에 무료 주차 제공","[{""name"": ""화명역"", ""exit"": ""1"", ""walk_time_min"": 4, ""distance_m"": 192, ""lines"": [""2호선""]}]","롯데마트 맞은편, 다비치안경 3층",http://o2clinic.co.kr/index_fat.php?page=html&br_cd=69&mc=020101,https://m.booking.naver.com/booking/13/bizes/294542,,https://www.instagram.com/gdm3611075,https://blog.naver.com/jd9759,,,,31,https://m.place.naver.com/hospital/809953538/home,https://m.place.naver.com/hospital/809953538/information,https://m.place.naver.com/hospital/809953538/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-11T11:16:55.189984,2026-02-11T11:17:45.079353,[]
2552,1022274570,피브비의원 화명,부산광역시 북구 화명대로 32 5층 502호,-1,"{""수"": ""10:00~19:00"", ""목"": ""10:00~20:30"", ""금"": ""10:00~19:00"", ""토"": ""10:00~14:00"", ""_note"": ""매달 첫째주 수요일 병원 휴진""}",13:00~14:30,"{""수"": ""18:30"", ""목"": ""20:00"", ""금"": ""18:30"", ""토"": ""13:30""}","[""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""화(2/17) (설날 휴무)"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)"", ""대체공휴일(삼일절) (03/02~None)""]","[""예약"", ""남/녀 화장실 구분"", ""대기공간"", ""무선 인터넷"", ""주차""]",1,주차 주차가능 무료,"안녕하세요.
화명동 1번출구 300m 인근에 위치한
피브비 의원 피부과 입니다.

저희는 화명동 KFC 건물 5층에 위치해 있으며
피부미용 진료인 리프팅, 쁘띠성형부터 피부질환인
여드름치료와 흉터치료, 기미, 잡티와 같은 색소질환 치료,
제모, 비만, 탈모 등 바디클리닉까지 다양한 피부과진료를
시행합니다.

새롭게 오픈한 피부과인 만큼 깔끔한 인테리어와 프라이빗한 룸에서 보다 좋은 진료 서비스로 보답하겠습니다.

목요일은 8시 30분까지 야간진료도 시행하오니
여유롭게 방문하시어 치료 및 시술을 받으실 수 있습니다.

과하지 않은 세심한 피부치료와 정성어린 시술, 사소한 불편함까지
꼼꼼하게 치료하여 질환, 미용뿐만 아니라
마음까지 치유할 수 있는 화명동피부과가 되겠습니다.
감사합니다.","[{""name"": ""화명역"", ""exit"": ""1"", ""walk_time_min"": 5, ""distance_m"": 282, ""lines"": [""2호선""]}]",부산 2호선 화명역 1번출구에서 화명역 (경부선) 방향으로 약 300m 인근에 위치해 있습니다. 1층에 KFC가 있으며 부산은행 화명동금융센터와 올리브영 부산화명점 사이 Sh 수협은행 건물 5층입니다.,https://pvbclinic.com/,https://m.booking.naver.com/booking/13/bizes/1456864,http://talk.naver.com/wjw48dv?frm=mnmb,https://www.instagram.com/pvbclinic?igsh=aDd5OXNvNzFvZjd0,https://blog.naver.com/pvbclinic,,,,15,https://m.place.naver.com/hospital/1022274570/home,https://m.place.naver.com/hospital/1022274570/information,https://m.place.naver.com/hospital/1022274570/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-11T11:17:55.621751,2026-02-11T11:18:32.210224,[]
2553,1520220653,아름다운의원,부산광역시 북구 화명대로 34 302호,0,"{""수"": ""14:00~19:00"", ""목"": ""10:00~19:00"", ""금"": ""10:00~19:00"", ""토"": ""10:00~14:00"", ""_note"": ""진료시간 종료 30분 전까지 접수가능합니다""}",12:30~14:00,"{""수"": ""18:30"", ""목"": ""18:30"", ""금"": ""18:30"", ""토"": ""13:30""}","[""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""화(2/17) (설날 휴무)"", ""설날 연휴 (02/16~02/18)""]","[""남/녀 화장실 구분"", ""무선 인터넷"", ""예약"", ""대기공간"", ""주차""]",1,"주차 주차가능 무료 아름다운의원 주차장 안내입니다

1. 건물 타워 주차장
2. 아름다운의원 뒤쪽 사거리 네오플러스 상가 주차장
(북구 금곡대로285번길 29, 네오플러스 주차장)","아름다움이 시작되는곳,
화명동 피부과,
아름다운의원(구,남종택피부과) 입니다

소중한 피부를 위해 1:1 맞춤 치료 , 건강한 아름다움을 위해 최선을 다하겠습니다.

ㅁ 아름다운 만의 특허받은 [아름핏 다이어트]
ㅁ 피부 분석을 통한 맞춤 [리프팅레이저]
ㅁ 자연스러움을 추구하는 [필러와 보톡스]
ㅁ 울긋불긋 [여드름치료부터 흉터,모공] 까지
ㅁ 기미 잡티 검버섯 등 [색소질환]
ㅁ 손발톱무좀부터 대상포진 등 [피부질환]
ㅁ 여의사가 직접 진행하는 [제모]
ㅁ [문신, 타투제거]

여러분의 건강한 아름다움을 지키기 위한
아름다운의원의 특.별.함.

ㅣ첫번째ㅣ
 - 피부에 대한 근본적인 문제를 해결합니다

ㅣ두번째ㅣ
 - 건강한 피부가 오랫동안 아름다움을
   유지할수있도록 끊임없이 연구, 노력합니다

ㅣ세번째ㅣ
 - 경험과 실력을 바탕으로
   숙련된 진료를 선사하겠습니다

아름다운의원은 여러분의 피부고민
해결을 위해 언제나 함께 하겠습니다.

부산 북구, 화명동 피부과
찾으신다면 아름다운의원과 함께 하세요.

네이버 실시간 예약, 톡톡문의로
보다 빠른 상담 및 진료가 가능하며
전화, 카카오채널[아름다운의원 화명점] 문의가 가능합니다","[{""name"": ""화명역"", ""exit"": ""1"", ""walk_time_min"": 5, ""distance_m"": 245, ""lines"": [""2호선""]}]","화명동 국민은행 맞은편, 올리브영 3층에 위치하고 있습니다

주차안내
ㅁ 건물 내 타워주차장(주차가능 차량 확인 필요)
ㅁ 북구 금곡대로285번길 29 네오플러스 네오 주차장",http://beautypibu.co.kr/,https://m.booking.naver.com/booking/13/bizes/766573,,https://www.instagram.com/beautypibu0975/,https://blog.naver.com/ukleqvi295,https://www.youtube.com/@chapibu,,,11,https://m.place.naver.com/hospital/1520220653/home,https://m.place.naver.com/hospital/1520220653/information,https://m.place.naver.com/hospital/1520220653/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-11T11:18:37.360134,2026-02-11T11:19:08.310876,[]
2554,,플로라의원,울산광역시 동구 명덕로 15 제4층 제401호,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2555,30844170,강남에스의원,부산광역시 북구 화명대로 42 우리메디컬센터 2층,-1,"{""수"": ""10:30~17:30"", ""목"": ""10:30~17:30"", ""금"": ""10:30~17:30"", ""토"": ""10:30~12:30""}",13:00~14:00,"{""수"": ""17:00"", ""목"": ""17:00"", ""금"": ""17:00"", ""토"": ""12:00""}","[""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""화(2/17) (설날 휴무)"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""예약"", ""주차"", ""남/녀 화장실 구분"", ""무선 인터넷""]",1,주차 주차가능,"- 트랜드를 앞서 가는 강남에스의원입니다
예술적 감각과 오랜 임상경험으로 숙련된 노하우를 바탕으로 한 차별화된 시술로 찾아주신 모든분들이 만족하시는 더욱 아름다운 모습이 될 수 있도록 하고 있습니다.

- 20년 이상의 임상경험을 바탕으로 한 최선의 치료로 환자분들의 불편함을 해소해드리고자 노력하고 있습니다.","[{""name"": ""화명역"", ""exit"": ""1"", ""walk_time_min"": 3, ""distance_m"": 157, ""lines"": [""2호선""]}]",화명역1번출구 롯데마트맞은편 우리은행2층,http://www.s-clinic.kr/,,,,,,,,3,https://m.place.naver.com/hospital/30844170/home,https://m.place.naver.com/hospital/30844170/information,https://m.place.naver.com/hospital/30844170/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-11T11:19:11.841199,2026-02-11T11:19:37.909432,[]
2556,12306995,하이얀의원,부산광역시 북구 화명대로 44 금호타워빌딩 4층,0,"{""수"": ""09:30~19:30"", ""금"": ""09:30~18:00"", ""토"": ""09:30~13:00""}",12:30~14:00,,"[""목 (정기휴무 (매주 목요일))"", ""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""화(2/17) (설날 휴무)"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""예약"", ""무선 인터넷"", ""남/녀 화장실 구분"", ""대기공간"", ""주차""]",1,주차 주차가능 무료 ※건물 내 타워 주차,"흉터치료부터 쁘띠시술까지! 깨끗한 피부의 시작은 하이얀,
안녕하세요 하이얀의원입니다.

* 하이얀의원은 건강한 피부, 행복한 피부를 목표로 주름 및 피부 노화 개선부터 각종 흉터, 색소 질환 등 다양한 피부 고민에 대해 체계적인 치료를 제공하고 있습니다. 오랜 노하우와 풍부한 치료 경험을 바탕으로, 단순한 시술이 아닌 피부의 근본적인 문제를 이해하고 개선하는 데 중점을 두고 진료합니다.

* 모든 피부는 저마다 다른 이야기를 가지고 있습니다. 하이얀은 환자 한 분 한 분의 피부 상태와 생활 습관, 고민을 꼼꼼히 살피며 환자의 입장에서 함께 고민하는 맞춤 진료를 지향합니다. 불필요한 시술보다는 꼭 필요한 치료만을 제안하며, 만족도 높은 결과를 위해 정직하고 세심한 진료를 약속드립니다.

* 또한 보다 다양한 서비스를 제공하기 위해 최신 의료 장비와 트렌드를 지속적으로 연구하고 도입하며, 안전하고 효과적인 치료 환경을 유지하기 위해 항상 노력하고 있습니다. 고객의 작은 불편함에도 귀 기울이는 서비스 마인드로, 편안하고 신뢰할 수 있는 피부과가 되겠습니다.

※ 하이얀의 주요 진료 과목
- 주름,피부,노화,리프팅
- 피부색소 치료 및 미용 시술
- 스페셜 클리닉
- 레이저 치료
- 에스테틱 관리

피부 고민으로 망설이고 계신다면, 하이얀의원에서 깨끗하고 아름다운 피부 해답을 찾아보세요. 앞으로도 고객의 피부 건강과 행복을 최우선으로 생각하는 하이얀이 되겠습니다.","[{""name"": ""화명역"", ""exit"": ""1"", ""walk_time_min"": 3, ""distance_m"": 128, ""lines"": [""2호선""]}]",부산지하철2호선 화명역 1번하차 롯데마트 맞은편 피자헛 건물 4층입니다.,http://www.white-skin.com/,,,http://www.instagram.com/70choi,https://blog.naver.com/splendor625,https://www.youtube.com/@whiteskinclinic,,,13,https://m.place.naver.com/hospital/12306995/home,https://m.place.naver.com/hospital/12306995/information,https://m.place.naver.com/hospital/12306995/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-11T11:19:41.425025,2026-02-11T11:20:13.214924,[]
2557,,남창s의원,울산광역시 울주군 온양읍 연안2길 13 3층,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2558,,명품동안의원,울산광역시 동구 대학길 40,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2559,21587534,엘의원,부산광역시 기장군 정관읍 정관로 563 국민은행 4층,-1,"{""수"": ""09:00~13:00"", ""목"": ""14:00~21:00"", ""금"": ""09:00~18:00"", ""토"": ""09:00~13:00""}",13:00~14:00,,"[""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""화(2/17) (설날 휴무)"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""예약"", ""주차"", ""남/녀 화장실 구분""]",1,주차 주차가능,"안녕하세요. 부산 기장군 정관신도시의 엘의원 피부과 입니다.

여러분의 건강하고 (healthy) 아름다운 (beautiful) 피부를 되찾는 여정의 성실한 동반자가 되도록 노력하겠습니다.

가려움, 두드러기, 알러지, 아토피, 건선, 화상, 티눈,
무좀 등등 생활에 불편을 주는 각종 피부질환

그리고 점, 기미, 주름, 비만, 탈모 등 미용적 문제들에 대해

정성스럽고 전문적인 치료를 합니다.

오늘도 건강하고 행복한 하루 되세요.

[ 원장 장세정 올림 ]",,광장메디칼 (국민은행 정관점) 4층,,,,,,,,,5,https://m.place.naver.com/hospital/21587534/home,https://m.place.naver.com/hospital/21587534/information,https://m.place.naver.com/hospital/21587534/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-11T11:20:17.248531,2026-02-11T11:20:56.524721,[]
2560,1649979951,더필의원,"부산광역시 기장군 정관읍 정관로 575-3 502, 503호",0,"{""수"": ""09:30~18:30"", ""목"": ""09:30~18:30"", ""금"": ""09:30~18:30"", ""토"": ""09:00~12:30""}",13:00~14:00,,"[""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""화(2/17) (설날 휴무)"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""남/녀 화장실 구분"", ""주차""]",1,주차 주차가능 무료 최대 2시간까지 무료주차 지원됩니다.,"아름다움
미용쁘띠시술 ,성형수술 중 최적의 시술을
선택 할 수 있는 정관 피부과/성형외과 더필의원입니다!
불만족스러운 성형은 재수술 상담으로 해결 하세요.",,,http://thefeelclinic.com/,,,,https://blog.naver.com/chsgrg,,,,7,https://m.place.naver.com/hospital/1649979951/home,https://m.place.naver.com/hospital/1649979951/information,https://m.place.naver.com/hospital/1649979951/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-11T11:21:01.689868,2026-02-11T11:21:34.315633,[]
2561,,포에버의원 여수,전라남도 여수시 웅천로 130 2층,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2562,,김앤김의원,울산광역시 동구 방어진순환도로 633 세인트s 8층,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2563,,바로그의원 울산동구,울산광역시 동구 방어진순환도로 631 201호,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2564,2002599670,블리비의원 부산덕천점,부산광역시 북구 만덕대로 9 구포빌딩 8층,0,"{""수"": ""10:00~20:00"", ""목"": ""10:00~20:00"", ""금"": ""10:00~20:00"", ""토"": ""10:00~15:00""}",13:00~14:00,,"[""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""화(2/17) (설날 휴무)"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""예약"", ""남/녀 화장실 구분"", ""무선 인터넷"", ""대기공간"", ""간편결제"", ""주차""]",1,"주차 주차가능 무료 본 건물 주차장(오후 6시까지 운영)
현대주차장(덕천동 396-11), 성원주차장(덕천동 350-30) 이용 가능","블리비의원 부산 덕천점

부산 북구 만덕대로 9, 8층에 위치해 있으며
부산 덕천피부과 중에서도 편안한 상담과 개인 맞춤 케어를 받을 수 있는 곳입니다.
정품과 정량을 원칙으로, 숙련된 의료진이 직접 시술하여
보다 안전하고 만족도 높은 결과를 제공합니다.

기초 관리부터 레이저, 필러, 보톡스 등 쁘띠 시술까지
다양한 프로그램이 준비되어 있으며,
스킨케어, 색소 개선, 리프팅, 스킨부스터, 제모,
모공 탄력, 톤 관리, 안티에이징 등 전반적인 피부 관리가 가능합니다.

부산 북구 만덕대로 9, 8층에 위치해
주차 및 대중교통 이용이 모두 편리하며,
내부는 깔끔하고 편안한 대기 공간과 무선 인터넷을 갖춘
쾌적한 환경으로 조성되어 있습니다.

블리비의원 부산 덕천점은
피부의 작은 변화 하나까지 소중히 여기며,
자연스럽고 티 나지 않는 결과를 추구합니다.

정확한 진단과 안전한 시술, 1:1 맞춤 관리를 경험하고 싶은 분들께
오늘보다 더 아름답고 균형 잡힌 피부를 선사하겠습니다.
부산 덕천피부과 방문을 고민하시는 분들도 만족하실 수 있도록
고객 감동 서비스를 제공하겠습니다.

감사합니다.","[{""name"": ""덕천역"", ""exit"": ""12"", ""walk_time_min"": 1, ""distance_m"": 30, ""lines"": [""2호선"", ""3호선""]}]",덕천역 12번 출구 신한은행 건물 8층,https://www.velyb.kr,https://m.booking.naver.com/booking/13/bizes/1420092,,,,,,,1,https://m.place.naver.com/hospital/2002599670/home,https://m.place.naver.com/hospital/2002599670/information,https://m.place.naver.com/hospital/2002599670/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-11T11:21:40.586821,2026-02-11T11:22:06.545324,[]
2565,2059777889,예쁨가득의원,부산광역시 북구 만덕대로 17 5층,0,"{""수"": ""10:00~19:00"", ""목"": ""10:00~20:00"", ""금"": ""10:00~19:00"", ""토"": ""10:00~14:00""}",13:00~14:00,,"[""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""화(2/17) (설날 휴무)"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""예약"", ""무선 인터넷"", ""대기공간"", ""남/녀 화장실 구분"", ""주차""]",1,"주차 주차가능 무료 [주차 안내]
※ 시술 시간 내 주차 무료 (최대 2시간)

- 현대 민영 주차장 (만덕대로 15번길 15)
- 제일주차장 (만덕대로 15번길 10)

[위치 안내]
덕천피부과 예쁨가득의원은
덕천역 12번 출구 도보 1분 덕천치과건물 (버거킹 건물)
5층에 위치하고 있습니다.

길 안내가 필요하시다면 전화 문의 부탁드립니다.
친절한 안내 도와드리겠습니다. ^^","안녕하세요. 덕천에서 새롭게 문을 연
덕천피부과 예쁨가득의원입니다.

저희는 '예쁨'이 단순히 겉모습을 꾸미는 일이 아니라,
스스로를 아끼고 돌보는 마음에서 시작된다고 믿습니다.

당신의 하루가 더 빛나고, 자신감으로 가득 차길 바라는
마음을 담아 언제나 정직하게 진료하겠습니다.

예쁨가득의원이 드리는 약속은 세 가지입니다.

1. 당신만의 아름다움을 위한 맞춤 시술
누구에게나 같은 정답은 없습니다. 피부 상태와 생활 습관,
원하는 방향에 맞춘 '나만의 플랜'을 제안드립니다.

2. 끝까지 함께하는 관리
시술은 잠깐이지만, 아름다움은 시간을 두고 쌓여야 합니다.
저희는 꾸준히 지켜드리는 진료로
오래도록 만족을 드리고자 합니다.

3. 정직하고 투명한 안내
믿을 수 있는 진료가 되기 위해 모든
시술 가격을 솔직하고 명확하게 공개합니다.

※ 다양한 시술 장비와 제품 보유
- 리프팅: 온다/이브타이탄/올리지오/슈링크유니버스/볼뉴머/인모드/리프테라 등
- 색소치료: 피코슈어/레블라이트/루메니스 M22/시너지 MPX/액션2 등
- 여드름: 아그네스/시크릿레이저/애플레이저/골드PTT 등
- 쁘띠: 레스틸렌/쥬비덤/벨로테로/쥬베룩볼륨/뉴럭스/코어톡스 등
- 스킨부스터: 리쥬란/리쥬란HB/리쥬란아이/리쥬란에스/엑소좀/리즈네 등

[리프팅/보톡스/필러/색소치료/바디/메디컬스킨케어/제모]

당신만의 진짜 아름다움,
이제 예쁨가득의원에서 함께 완성해가시길 바랍니다.
늘 처음처럼 진심을 다해 곁에서 지켜드리겠습니다.","[{""name"": ""덕천역"", ""exit"": ""12"", ""walk_time_min"": 1, ""distance_m"": 47, ""lines"": [""3호선"", ""2호선""]}]","[주차 안내]
※ 시술 시간 내 주차 무료 (최대 2시간)

- 현대 민영 주차장 (만덕대로 15번길 15)
- 제일주차장 (만덕대로 15번길 10)

[위치 안내]
덕천피부과 예쁨가득의원은
덕천역 12번 출구 도보 1분 덕천치과건물 (버거킹 건물)
5층에 위치하고 있습니다.

길 안내가 필요하시다면 전화 문의 부탁드립니다.
친절한 안내 도와드리겠습니다. ^^",https://ypgadeuk.com,https://m.booking.naver.com/booking/13/bizes/1515465,http://talk.naver.com/wfqg9vx?frm=mnmb,https://www.instagram.com/ypgd0511/?next=%2F,https://blog.naver.com/ypgadeuk,,,,9,https://m.place.naver.com/hospital/2059777889/home,https://m.place.naver.com/hospital/2059777889/information,https://m.place.naver.com/hospital/2059777889/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-11T11:22:11.970941,2026-02-11T11:22:42.806656,[]
