id,name,naver_place_id,website,address,sido,sggu,dong,region,chain_group
132,닥터홈즈의원,33839757,http://www.drhomes.co.kr/,서울특별시 강남구 강남대로152길 45 우림빌딩,서울,강남구,신사동,서울/강남구,
293,더마스터의원,19589159,http://www.dermasterclinic.com/,서울특별시 강남구 도산대로55길 29,서울,강남구,청담동,서울/강남구,
174,더새로이의원,1438622225,http://www.theseroi.co.kr/,서울특별시 강남구 언주로 720 펜트힐캐스케이드 B2층 더새로이의원,서울,강남구,논현동,서울/강남구,
2780,더안청담의원,1960345900,https://aanclinic.com/,서울특별시 강남구 도산대로 406 청담퍼스트타워 2층 더안청담의원,서울,강남구,청담동,서울/강남구,
202,더이쁨풀의원,1735924114,http://theebbumfull.co.kr,서울특별시 강남구 선릉로93길 6 하나빌딩 4층,서울,강남구,역삼동,서울/강남구,
2786,더플랜업의원,1364316799,https://theplanup.co.kr/,서울특별시 강남구 압구정로20길 6 3층,서울,강남구,신사동,서울/강남구,
2824,르메디크의원,1372018435,https://www.lmedique.com/,서울특별시 강남구 도산대로57길 20 오페라하우스 5층 르메디크 청담,서울,강남구,청담동,서울/강남구,
474,리피부과의원,1654543696,http://www.leederma.com/,서울특별시 강남구 도곡로 442 진흥빌딩 5층,서울,강남구,대치동,서울/강남구,
408,림피부과의원,1214449803,http://www.rimskinclinic.com/,서울특별시 강남구 압구정로28길 14 4층,서울,강남구,신사동,서울/강남구,
297,마시멜로의원,38337391,http://www.marshmallowclinic.com/,"서울특별시 강남구 선릉로158길 5 삼훈빌딩 4, 5층",서울,강남구,청담동,서울/강남구,
2880,미드나잇의원,1665592450,https://www.midnightclinic.co.kr,서울특별시 강남구 학동로20길 66 2층,서울,강남구,논현동,서울/강남구,
250,벨리시모의원,1094631960,http://www.bellissimo.co.kr,서울특별시 강남구 도산대로 409 11층,서울,강남구,청담동,서울/강남구,
85,벨포인트의원,2034462743,https://bellepoint.co.kr,서울특별시 강남구 봉은사로 109 9층,서울,강남구,논현동,서울/강남구,
223,비티에프의원,1550876172,http://btfclinic.co.kr/,서울특별시 강남구 언주로 869 서영빌딩 5층 502호,서울,강남구,신사동,서울/강남구,
101,뽀드베베의원,863234027,http://www.podbebe.co.kr/,서울특별시 강남구 강남대로 598 보림빌딩 7층,서울,강남구,논현동,서울/강남구,
252,사르티네의원,2014035548,https://www.sartine.kr/,서울특별시 강남구 선릉로155길 8,서울,강남구,신사동,서울/강남구,
2976,세렌메르의원,2087320470,http://www.serenmer.com/,서울특별시 강남구 선릉로162길 39 강스빌딩 3층,서울,강남구,청담동,서울/강남구,
97,셀리데이의원,1793349421,https://www.crfclinic.com,서울특별시 강남구 테헤란로 120 상경빌딩 6층,서울,강남구,역삼동,서울/강남구,
379,수피부과의원,32472870,http://www.sooskin.co.kr,서울특별시 강남구 논현로 521,서울,강남구,역삼동,서울/강남구,
77,스페이드의원,1514020467,http://spadeclinic.com/event/01.html,서울특별시 강남구 테헤란로2길 21 3층,서울,강남구,역삼동,서울/강남구,
113,신사디온의원,1672722612,https://dion-ss.com/,서울특별시 강남구 강남대로 624 ICT타워 9층,서울,강남구,신사동,서울/강남구,
180,압구정튠의원,38510193,http://tune-clinic.co.kr/,서울특별시 강남구 논현로 868 구정빌딩 5층 튠의원,서울,강남구,신사동,서울/강남구,
3035,에르시아의원,1276208397,http://www.hercia-clinic.com/,서울특별시 강남구 언주로30길 56 타워팰리스 제상가동 209호,서울,강남구,도곡동,서울/강남구,
3047,엔디어트의원,1082512541,https://endiet.co.kr,서울특별시 강남구 압구정로28길 48 참빌딩 2층,서울,강남구,신사동,서울/강남구,
3062,연세리움의원,1149398226,https://yonseireum.com/,서울특별시 강남구 도곡로 541 5층,서울,강남구,대치동,서울/강남구,
17,연세모나의원,1190471014,http://www.monahair.co.kr,서울특별시 강남구 강남대로 416 6층 601호,서울,강남구,역삼동,서울/강남구,
130,연세베러의원,1277926014,https://betterclinic.kr,서울특별시 강남구 테헤란로26길 10 성보빌딩 6층,서울,강남구,역삼동,서울/강남구,
162,연세뷰티의원,21642729,http://www.ysbclinic.com/,서울특별시 강남구 압구정로 152 극동스포츠빌딩 B동 304호,서울,강남구,신사동,서울/강남구,
90,예쁜얼굴의원,34283925,https://beauty-story.co.kr/new2019/index.php,서울특별시 강남구 강남대로 562 강남빌딩 5층,서울,강남구,논현동,서울/강남구,
330,오르세윤의원,35719791,http://orsayun.com/,서울특별시 강남구 압구정로 444 4층,서울,강남구,청담동,서울/강남구,
178,온앤위드의원,1083164839,http://onnwith.com,서울특별시 강남구 논현로175길 6 3층,서울,강남구,신사동,서울/강남구,
33,자연예쁨의원,37774557,http://nb-skin.com/,서울특별시 강남구 강남대로 432 점프밀라노 7층,서울,강남구,역삼동,서울/강남구,
477,젤피부과의원,12025514,http://www.zellskin.com/,서울특별시 강남구 도산대로 452 JS빌딩 7층,서울,강남구,청담동,서울/강남구,
485,창피부과의원,20668876,http://changskin.com/,서울특별시 강남구 테헤란로87길 51 여송빌딩 3층,서울,강남구,삼성동,서울/강남구,
221,청담나올의원,1818390930,https://www.naolclinic.com,서울특별시 강남구 도산대로 329 3층 청담나올의원,서울,강남구,신사동,서울/강남구,
3209,청담노엘의원,1010194030,https://noelclinic.com/,서울특별시 강남구 압구정로 449 2층 청담노엘의원,서울,강남구,청담동,서울/강남구,
327,청담도트의원,1498608617,https://cheongdamdot.com,서울특별시 강남구 도산대로 457 6층,서울,강남구,청담동,서울/강남구,
279,청담디어의원,1927373819,https://dearchungdam.com,"서울특별시 강남구 선릉로 820 남한강빌딩 5, 7층",서울,강남구,청담동,서울/강남구,
182,청담란셀의원,1005542042,https://rancellclinic.com,서울특별시 강남구 봉은사로 325 LIME TOWER 2층,서울,강남구,논현동,서울/강남구,
3211,청담르벨의원,1952394778,http://www.lebelleclinic.com/,서울특별시 강남구 선릉로 756 3층,서울,강남구,청담동,서울/강남구,
267,청담리투의원,1794122167,http://www.retooclinic.com,"서울특별시 강남구 도산대로 417 퍼스트라이트타워5, 6층",서울,강남구,청담동,서울/강남구,
3215,청담모네의원,1515388810,http://www.monetclinic.com/,서울특별시 강남구 영동대로 648 6층,서울,강남구,삼성동,서울/강남구,
3216,청담미닛의원,2033005925,https://www.minitclinic.co.kr/,서울특별시 강남구 압구정로 449 3층,서울,강남구,청담동,서울/강남구,
200,청담봄온의원,1440176159,https://bom-on.com/,서울특별시 강남구 도산대로 318 SB타워 4층,서울,강남구,논현동,서울/강남구,
340,청담안느의원,1932864893,https://anneclinic.com/,서울특별시 강남구 도산대로 501 레이어청담 2층 청담안느의원,서울,강남구,청담동,서울/강남구,
337,청담엔비의원,35592981,http://www.clinicnb.com,서울특별시 강남구 삼성로 772 로데오프라자빌딩 2층,서울,강남구,청담동,서울/강남구,
316,청담청아의원,1964413252,https://cheongaclinic.com/,서울특별시 강남구 도산대로 450 4층,서울,강남구,청담동,서울/강남구,
314,청담카민의원,1310828763,https://kaminclinic.com/,서울특별시 강남구 삼성로 651 래미안라클래시상가 4층,서울,강남구,삼성동,서울/강남구,
296,청담파크의원,1470124880,https://www.clinicpark.co.kr,"서울특별시 강남구 선릉로158길 14-2 2층, 3층",서울,강남구,청담동,서울/강남구,
322,클라시코의원,1836006283,http://www.clasicoclinic.co.kr,서울특별시 강남구 도산대로75길 11 2층,서울,강남구,청담동,서울/강남구,
72,클래스원의원,2039143306,http://eventive.kr/classone/2602-1/,서울특별시 강남구 강남대로 390 10층,서울,강남구,역삼동,서울/강남구,
3244,클린타투의원,1798681750,http://www.ct-ms.co.kr,서울특별시 강남구 봉은사로 111,서울,강남구,논현동,서울/강남구,
156,포인트업의원,1433977135,http://www.pointupclinic.co.kr,서울특별시 강남구 논현로 837 원방빌딩 2층,서울,강남구,신사동,서울/강남구,
424,광피부과의원 청담,1854361623,https://glowderm.kr/,"서울특별시 강남구 도산대로 318 14층 3, 4호",서울,강남구,논현동,서울/강남구,
2752,닥터쁘띠의원 강남,1464481963,https://gangnam.doctorpetit.com/,"서울특별시 강남구 테헤란로8길 13 WD빌딩 2층, 3층",서울,강남구,역삼동,서울/강남구,
456,룬피부과의원 청담,1063098354,https://www.threads.com/@dr.lunn,서울특별시 강남구 선릉로 822 5층 룬피부과의원,서울,강남구,청담동,서울/강남구,
108,뷰티앤영의원 신사,1999043266,http://www.beautynyoung.co.kr,서울특별시 강남구 강남대로 616 신사미타워 2층,서울,강남구,신사동,서울/강남구,
73,세라미크의원 강남,2062825643,https://www.gangnam.ceramiqueclinic.com,서울특별시 강남구 봉은사로2길 29 B1층~5층,서울,강남구,역삼동,서울/강남구,
301,청담서클의원 본관,32473038,https://cheongdam-circle.com/,서울특별시 강남구 도산대로57길 22 K2빌딩 본관 2층,서울,강남구,청담동,서울/강남구,
44,헤이데이의원 강남,1057583989,https://heydayclinic.com/,"서울특별시 강남구 강남대로 374 케이스퀘어 강남2, 로비층",서울,강남구,역삼동,서울/강남구,
3016,아미스킨의원 강남점,1434664537,http://www.amiskinclinic.co.kr/,서울특별시 강남구 봉은사로38길 4 뮤빌딩 2층,서울,강남구,역삼동,서울/강남구,
45,유앤아이의원 강남점,1380019560,https://www.uni114.co.kr/,서울특별시 강남구 강남대로 470 808타워 6층,서울,강남구,역삼동,서울/강남구,
257,유앤아이의원 선릉점,11824279,https://www.sluni114.co.kr/,서울특별시 강남구 테헤란로 421 암천빌딩 2층,서울,강남구,삼성동,서울/강남구,
2746,닥터뉴셀의원 강남본점,1455634319,https://drnewcell.com/,서울특별시 강남구 강남대로 458 7층,서울,강남구,역삼동,서울/강남구,
2761,닥터퀸스의원 강남본점,1462821932,http://drqueens.co.kr/,서울특별시 강남구 언주로81길 42 3층,서울,강남구,역삼동,서울/강남구,
83,메이드유의원 강남본점,37206778,http://www.madeu.co.kr/,"서울특별시 강남구 강남대로 516 메이드유빌딩 2층, 3층, 4층",서울,강남구,논현동,서울/강남구,
3126,유스앤영의원 청담본점,1541503434,http://www.youthandyoung.com/,서울특별시 강남구 도산대로55길 49 2층,서울,강남구,청담동,서울/강남구,
179,이지동안의원 강남본점,1003602897,http://egsns.com,서울특별시 강남구 압구정로 168 2층,서울,강남구,신사동,서울/강남구,
80,강남로미모의원,21348842,http://www.romimo.co.kr,서울특별시 강남구 테헤란로 107 메디타워 11층,서울,강남구,역삼동,서울/강남구,
2681,강남비앤비의원,37486058,http://www.bnbskinclinic.co.kr/,서울특별시 강남구 강남대로 616 9층,서울,강남구,신사동,서울/강남구,
2682,강남셀리팅의원,12846878,http://www.picasoskin.com,"서울특별시 강남구 테헤란로 121 원빌딩 11층, 13층",서울,강남구,역삼동,서울/강남구,
460,다인피부과의원,11535723,http://www.dainskin.co.kr/,서울특별시 강남구 압구정로50길 8 청석빌딩 3층,서울,강남구,신사동,서울/강남구,
255,닥터고운선의원,1712321125,http://snowwhiteclinic.kr/,서울특별시 강남구 언주로174길 29 3층,서울,강남구,신사동,서울/강남구,
2749,닥터베이직의원,21818221,http://www.drbasic.co.kr/,서울특별시 강남구 강남대로 478 제우빌딩,서울,강남구,논현동,서울/강남구,
172,닥터소녀로의원,1655374548,http://www.drgirl.co.kr/,서울특별시 강남구 논현로171길 4,서울,강남구,신사동,서울/강남구,
232,닥터손유나의원,37470964,http://www.drsonyouna.com,서울특별시 강남구 도산대로53길 6 1층~5층 닥터손유나의원,서울,강남구,신사동,서울/강남구,
2754,닥터스프링의원,38261707,http://chungdamsaebom.com/,서울특별시 강남구 도산대로58길 12 주로텍스타갤러리 4층,서울,강남구,청담동,서울/강남구,
2762,닥터크리미의원,34300097,http://drcreamy.com/,서울특별시 강남구 강남대로 616 미타워 6층,서울,강남구,신사동,서울/강남구,
396,드림피부과의원,13105285,http://www.dreamskin.co.kr/,서울특별시 강남구 압구정로 152 극동타워 B동 3층,서울,강남구,신사동,서울/강남구,
445,디알피부과의원,33252792,http://drclinic.kr/,서울특별시 강남구 도산대로 404 퍼스트빌딩 4층,서울,강남구,청담동,서울/강남구,
407,디엠피부과의원,1634825148,http://dmdermatology.co.kr/,서울특별시 강남구 압구정로 158 4층 디엠피부과의원,서울,강남구,신사동,서울/강남구,
2806,라리안청담의원,1453556916,https://lalianclinic.com/,서울특별시 강남구 도산대로59길 9 2층,서울,강남구,청담동,서울/강남구,
2835,리츠피부과의원,21818160,http://www.drritz.co.kr/,서울특별시 강남구 강남대로 402 시계탑빌딩 6층,서울,강남구,역삼동,서울/강남구,
2846,마이피부과의원,11536313,http://www.miclinic.net/,서울특별시 강남구 테헤란로87길 13 서영빌딩 4층,서울,강남구,삼성동,서울/강남구,
418,매직피부과의원,11538551,http://www.emagicskin.com/,서울특별시 강남구 테헤란로 328 동우빌딩 4층,서울,강남구,역삼동,서울/강남구,
321,메이린청담의원,1307506758,https://maylincheongdam.com/,서울특별시 강남구 압구정로 432 송재빌딩 3층,서울,강남구,청담동,서울/강남구,
151,메종프리베의원,13332691,https://dro.ooo,서울특별시 강남구 논현로158길 6 메종프리베의원,서울,강남구,신사동,서울/강남구,
195,모앤블레스의원,33617922,http://www.moandbless.co.kr/,서울특별시 강남구 압구정로 208 본경빌딩 3층,서울,강남구,신사동,서울/강남구,
482,미인피부과의원,11541601,http://www.meinclinic.com/,서울특별시 강남구 압구정로 461 네이처포엠 210호,서울,강남구,청담동,서울/강남구,
403,벧엘피부과의원,38507408,http://www.bethelskin.com/,서울특별시 강남구 봉은사로 310 숨빌딩 5층,서울,강남구,역삼동,서울/강남구,
413,보스피부과의원,1464911654,https://www.vos.co.kr,서울특별시 강남구 언주로 806 1F~4F 보스피부과의원,서울,강남구,신사동,서울/강남구,
224,브이모먼트의원,1819850397,https://vmoment.co.kr,"서울특별시 강남구 도산대로49길 22 2층, 4층",서울,강남구,신사동,서울/강남구,
461,산소피부과의원,19529984,http://www.sansoskin.com/,서울특별시 강남구 압구정로50길 9 영상빌딩 2층,서울,강남구,신사동,서울/강남구,
2960,서울리샤인의원,1047495092,http://reshineclinic.com/,서울특별시 강남구 선릉로 422 전우빌딩 6층,서울,강남구,대치동,서울/강남구,
447,세진피부과의원,13517575,http://www.sejinskin.com/,서울특별시 강남구 언주로172길 30 3층 4층 세진피부과,서울,강남구,신사동,서울/강남구,
339,셀나인청담의원,220909582,https://www.cellnine.co.kr,서울특별시 강남구 압구정로 463 3층,서울,강남구,청담동,서울/강남구,
348,셀레스티얼의원,1875530369,https://www.celestial25.com/,서울특별시 강남구 테헤란로87길 17 제302호,서울,강남구,삼성동,서울/강남구,
2983,셀린피부과의원,1048446056,https://cellin.kr/,서울특별시 강남구 학동로 215,서울,강남구,논현동,서울/강남구,
470,셀온피부과의원,13046088,http://www.cellonclinic.com,서울특별시 강남구 선릉로152길 37 3층,서울,강남구,청담동,서울/강남구,
159,아이에이치의원,1806208968,https://ihclinic.co.kr/,서울특별시 강남구 논현로 836 삼신빌딩 3층,서울,강남구,신사동,서울/강남구,
3027,압구정더모의원,1883428498,http://www.dermoclinic.co.kr/,서울특별시 강남구 논현로167길 16 삼구빌딩 201호,서울,강남구,신사동,서울/강남구,
3036,에버피부과의원,11725531,http://www.clinicever.co.kr,서울특별시 강남구 압구정로 222 3층,서울,강남구,신사동,서울/강남구,
241,에이치투오의원,11700154,http://www.htoaging.com/,서울특별시 강남구 선릉로 803 메타타워 8층,서울,강남구,신사동,서울/강남구,
3060,연세라미슈의원,20406620,http://www.lamichou.co.kr/,서울특별시 강남구 남부순환로 2609 하늘빌딩 2층,서울,강남구,도곡동,서울/강남구,
3061,연세라인업의원,12000595,http://www.연세라인업.kr/,서울특별시 강남구 테헤란로 222 도원빌딩 5층,서울,강남구,역삼동,서울/강남구,
349,연세라헨느의원,13161324,http://queenclinic.com/,서울특별시 강남구 테헤란로87길 17 유진마젤란아스테리움 2층,서울,강남구,삼성동,서울/강남구,
106,연세모에버의원,1158352906,https://www.moever.co.kr,서울특별시 강남구 도산대로 104 1st Avenue 12층,서울,강남구,논현동,서울/강남구,
185,연세미다인의원,13193512,http://www.midain.com/,서울특별시 강남구 압구정로30길 23 3층 304호,서울,강남구,신사동,서울/강남구,
386,유스피부과의원,19728491,http://www.youthclinic.co.kr,서울특별시 강남구 논현로 813 3층,서울,강남구,신사동,서울/강남구,
350,청담끌레어의원,37549350,http://cclaire.co.kr/,서울특별시 강남구 도산대로81길 49 후크빌딩 3층 청담끌레어의원,서울,강남구,청담동,서울/강남구,
3214,청담메자닌의원,11783143,https://mezzanineclinic.imweb.me/,서울특별시 강남구 삼성로 726 경원빌딩 5층,서울,강남구,청담동,서울/강남구,
207,청담솔루션의원,1699256531,http://sollution.co.kr/,서울특별시 강남구 도산대로45길 18-6 돌체비타빌딩 2층,서울,강남구,신사동,서울/강남구,
342,청담아르티의원,1619071850,https://silhouetteskin.com,서울특별시 강남구 압구정로 445 4층 401호,서울,강남구,청담동,서울/강남구,
3219,청담아리움의원,1071566711,http://www.areum-clinic.com/,서울특별시 강남구 삼성로 741 5층,서울,강남구,청담동,서울/강남구,
265,청담아이우의원,2086164408,https://aiooclinic.com,서울특별시 강남구 압구정로 320 극동빌딩 5층,서울,강남구,신사동,서울/강남구,
262,청담아티젠의원,33890044,http://www.artisanclinic.co.kr,서울특별시 강남구 선릉로 818 디자이너클럽 빌딩 3층,서울,강남구,청담동,서울/강남구,
3220,청담에스민의원,1047428849,http://www.sminclinic.com/,서울특별시 강남구 도산대로81길 41 2층 201호,서울,강남구,청담동,서울/강남구,
3221,청담엔샤인의원,1582726469,https://nshineclinic.co.kr/,서울특별시 강남구 도산대로 333 케이플러스타워 9층,서울,강남구,신사동,서울/강남구,
3222,청담엠에스의원,37336310,http://mscd.co.kr/,서울특별시 강남구 압구정로80길 34 원일빌딩 3층,서울,강남구,청담동,서울/강남구,
298,청담이음엘의원,1253742476,https://www.ieumlclinic.com,서울특별시 강남구 선릉로158길 10 2층,서울,강남구,청담동,서울/강남구,
264,청담잇츠미의원,2027390075,http://itsme1.kr/,"서울특별시 강남구 선릉로157길 14 3층, 4층",서울,강남구,신사동,서울/강남구,
3229,청담지온유의원,1724150052,http://www.jionuclinic.co.kr/,서울특별시 강남구 학동로 338 파라곤상가 S 201호,서울,강남구,논현동,서울/강남구,
344,청담차오름의원,1344851288,http://chaoreum.net,서울특별시 강남구 도산대로81길 55 3층,서울,강남구,청담동,서울/강남구,
317,청담큐비큐의원,1364425647,https://www.qbqclinic.co.kr/,서울특별시 강남구 도산대로 452 6층,서울,강남구,청담동,서울/강남구,
220,청담퍼스널의원,1616708483,http://www.cdpsnclinic.co.kr/,서울특별시 강남구 선릉로 749 5층,서울,강남구,논현동,서울/강남구,
217,청담포레브의원,1128111897,http://www.peaureve.co.kr,"서울특별시 강남구 도산대로 330 3층, 4층",서울,강남구,논현동,서울/강남구,
247,청담헤아린의원,914325195,http://www.healinclinic.com/main/home.php?,서울특별시 강남구 도산대로 412 남강빌딩 4층,서울,강남구,청담동,서울/강남구,
3239,코어피부과의원,2055889175,https://core-derma.com/,서울특별시 강남구 논현로 833 3층 302호,서울,강남구,신사동,서울/강남구,
375,투명피부과의원,36663041,http://www.toomyungskin.com/,서울특별시 강남구 테헤란로 141 KR Tower 3층,서울,강남구,역삼동,서울/강남구,
229,파르크도산의원,2083290813,http://www.parcdosan.com/,서울특별시 강남구 언주로170길 20 2층,서울,강남구,신사동,서울/강남구,
3263,포레피부과의원,1862504241,http://www.foretderma.com/,서울특별시 강남구 선릉로153길 12 포스탐빌딩 3층,서울,강남구,신사동,서울/강남구,
443,퓨어피부과의원,851700672,http://pureclinic.kr,서울특별시 강남구 선릉로 801,서울,강남구,신사동,서울/강남구,
107,프레쉬테마의원,1553435005,https://buly.kr/EooGjXn,"서울특별시 강남구 남부순환로 2615 201, 202호",서울,강남구,도곡동,서울/강남구,
333,피그마리온의원,12837442,http://pygmalion2020.com/,서울특별시 강남구 삼성로 766 유림빌딩,서울,강남구,청담동,서울/강남구,
192,한사랑노노의원,12051757,http://www.fillerbotox.com/,서울특별시 강남구 논현로176길 14 압구정증권빌딩 SK증권 7층 701호,서울,강남구,신사동,서울/강남구,
378,한희피부과의원,30805888,http://www.hanhui.co.kr/,서울특별시 강남구 논현로 503 송촌빌딩 9층,서울,강남구,역삼동,서울/강남구,
40,닥터에버스의원 강남,1867116380,https://evers19.co.kr/,"서울특별시 강남구 강남대로 458 남영빌딩 8층, 9층",서울,강남구,역삼동,서울/강남구,
299,닥터에버스의원 청담,1533169272,https://evers15.co.kr/,서울특별시 강남구 선릉로 830 공신진흥빌딩 4층,서울,강남구,청담동,서울/강남구,
463,레어피부과의원 청담,2003949444,http://dermarare.com,서울특별시 강남구 선릉로152길 21 3층,서울,강남구,청담동,서울/강남구,
448,리라피부과의원 청담,37336315,http://reraskin.com,서울특별시 강남구 선릉로 806 킹콩빌딩 7층,서울,강남구,청담동,서울/강남구,
437,리원피부과의원 강남,632639207,http://www.reoneskin.com/,"서울특별시 강남구 도산대로 327 SGF청담타워 2층, 3층 리원피부과",서울,강남구,신사동,서울/강남구,
372,헤브피부과의원 신사,2086503367,https://seoul.hevclinic.com/,서울특별시 강남구 도산대로 119 16층,서울,강남구,신사동,서울/강남구,
20,뷰티라운지의원 강남점,1378843858,http://www.beautyloungeclinic.co.kr,서울특별시 강남구 강남대로 442 흥국생명빌딩 9층 뷰티라운지의원,서울,강남구,역삼동,서울/강남구,
427,예인피부과의원 선릉점,11874329,http://www.yeinskin-sl.com/,서울특별시 강남구 선릉로 510 오성빌딩 7층,서울,강남구,삼성동,서울/강남구,
400,웰스피부과의원 압구정,12990378,https://www.wellsclinic.co.kr/,서울특별시 강남구 논현로 842 8층,서울,강남구,신사동,서울/강남구,
487,이상피부과의원 개포점,1773991574,http://www.idealskin.co.kr,서울특별시 강남구 개포로 504 601~603호,서울,강남구,개포동,서울/강남구,
2778,더셀피부과의원 강남본점,761409615,http://www.thecellskin.com/,서울특별시 강남구 도곡로 228 2층~6층,서울,강남구,도곡동,서울/강남구,
373,더힐피부과의원 신사본점,1721530795,http://www.thehealskin.co.kr,"서울특별시 강남구 강남대로 652 신사스퀘어 1층, 3층, 7층",서울,강남구,신사동,서울/강남구,
46,예쁨주의쁨의원 강남본점,563223381,https://sinnonhyeon.ppeum.com/about,서울특별시 강남구 강남대로 470,서울,강남구,역삼동,서울/강남구,ppeum
2758,닥터웰메이드원 피부과의원,13004419,http://www.the30.kr/,서울특별시 강남구 언주로168길 5 지미안빌딩 5층,서울,강남구,신사동,서울/강남구,
42,강남연세라인의원,33696021,http://www.ylclinic.com/,서울특별시 강남구 테헤란로 101 이즈타워 4층,서울,강남구,역삼동,서울/강남구,
438,김혜영피부과의원,11602662,http://www.doctor-skin.co.kr/,서울특별시 강남구 선릉로 312,서울,강남구,대치동,서울/강남구,
440,네이처피부과의원,13345069,http://www.drhanskin.com/,서울특별시 강남구 선릉로 753,서울,강남구,논현동,서울/강남구,
117,닥터윤뷰티플의원,36373240,http://www.닥터윤.net,서울특별시 강남구 학동로20길 55 해림빌딩 4층 닥터윤 뷰티플의원,서울,강남구,논현동,서울/강남구,
2766,대치수피부과의원,12036522,http://www.slimlineskin.co.kr,서울특별시 강남구 남부순환로 2941 대치탑프라자 5층,서울,강남구,대치동,서울/강남구,
2772,더마주피부과의원,37632991,http://dermaju.com/,서울특별시 강남구 영동대로 607 랜드마크빌딩 7층,서울,강남구,삼성동,서울/강남구,
399,더모어피부과의원,2016297150,https://www.dermore.co.kr/,서울특별시 강남구 도산대로 228 3층 (연승빌딩),서울,강남구,논현동,서울/강남구,
2773,더미소피부과의원,11815138,http://www.themiso.com/,서울특별시 강남구 언주로 846 글로벌메디컬빌딩 지하1층,서울,강남구,신사동,서울/강남구,
397,더서울피부과의원,19535221,http://www.theseoulderma.com,서울특별시 강남구 논현로 838 원방프라자 5층,서울,강남구,신사동,서울/강남구,
2802,디파인피부과의원,1214648571,https://www.defineskin.kr/,서울특별시 강남구 언주로30길 39 4층,서울,강남구,도곡동,서울/강남구,
385,라메스피부과의원,20150084,http://www.lames.co.kr,서울특별시 강남구 언주로 563 원에디션강남 1층,서울,강남구,역삼동,서울/강남구,
368,레지움피부과의원,1001599803,http://lasium.co.kr/,서울특별시 강남구 도산대로 107 10층,서울,강남구,신사동,서울/강남구,
435,루미인피부과의원,1547516580,http://lumiinderma.com/,서울특별시 강남구 선릉로 324 SH타워 3층,서울,강남구,대치동,서울/강남구,
2822,루아베피부과의원,2059644793,https://www.louave.com/,서울특별시 강남구 도산대로 435 5층,서울,강남구,청담동,서울/강남구,
449,리드미피부과의원,11873647,http://www.menmi.co.kr/,서울특별시 강남구 도곡로 409 4층 리드미 피부과,서울,강남구,대치동,서울/강남구,
103,리메이크강남의원,1334254968,https://linktr.ee/REMAKEGANGNAM,서울특별시 강남구 학동로6길 36 리메이크강남의원,서울,강남구,논현동,서울/강남구,
2847,맑은미피부과의원,12895910,http://www.freshskin.co.kr/,서울특별시 강남구 삼성로 155 대치퍼스트 308호 맑은미피부과의원,서울,강남구,대치동,서울/강남구,
365,맥스웰피부과의원,12905297,https://maxwellhair.com/,서울특별시 강남구 테헤란로 120 상경빌딩 11층,서울,강남구,역삼동,서울/강남구,
2865,모나라피부과의원,1417350092,http://www.8282monara.com/main,서울특별시 강남구 논현로171길 15 5층 503호~506호,서울,강남구,신사동,서울/강남구,
41,모던스탠다드의원,1420242508,https://modern-standard.co.kr,서울특별시 강남구 강남대로 458 남영빌딩 3층,서울,강남구,역삼동,서울/강남구,
409,모리치피부과의원,11561936,http://richhair.com/,서울특별시 강남구 논현로175길 6 로얄빌딩 2층 모리치피부과의원,서울,강남구,신사동,서울/강남구,
2887,미모던피부과의원,1388288696,http://www.mimodern.co.kr/,서울특별시 강남구 광평로 280 로즈데일 2층 205호,서울,강남구,수서동,서울/강남구,
382,미소안피부과의원,30819587,http://www.misoahn.co.kr/,서울특별시 강남구 봉은사로 213 센트럴타워 4층,서울,강남구,논현동,서울/강남구,
260,미엘르인청담의원,1418500637,http://www.mielleclinic.co.kr,서울특별시 강남구 도산대로 415 2층,서울,강남구,청담동,서울/강남구,
2905,미파문피부과의원,20976557,https://mifamoon.com/,서울특별시 강남구 강남대로 468 충림빌딩 5층,서울,강남구,역삼동,서울/강남구,
395,베리굿피부과의원,37765389,http://verygoodclinic.com/,서울특별시 강남구 논현로 841 제이비 미소빌딩,서울,강남구,신사동,서울/강남구,
347,서울아트라인의원,1365447066,http://www.seoulartline.co.kr,서울특별시 강남구 압구정로 449 4층,서울,강남구,청담동,서울/강남구,
105,서울탑초이스의원,2092469304,http://topchoiceclinic.co.kr/,서울특별시 강남구 도산대로 104 퍼스트에비뉴타워 5층,서울,강남구,논현동,서울/강남구,
369,셀파크피부과의원,1301642388,http://www.cellparkclinic.com,서울특별시 강남구 강남대로158길 10 셀파크 피부과 의원,서울,강남구,신사동,서울/강남구,
491,수아로피부과의원,1701924589,http://www.suarogn.com,"서울특별시 강남구 헌릉로 569 강남리더스프라자 303호, 304호",서울,강남구,세곡동,서울/강남구,
388,스토리피부과의원,1712262343,http://www.skinbystory.com,서울특별시 강남구 테헤란로 231 웨스트동 2층 W222,서울,강남구,역삼동,서울/강남구,
478,신학철피부과의원,11523876,http://www.doctorlaser.co.kr/,서울특별시 강남구 삼성로 418 스킨빌딩,서울,강남구,대치동,서울/강남구,
3012,아르노피부과의원,1144999114,http://www.arno.co.kr/,서울특별시 강남구 언주로 807 4층,서울,강남구,신사동,서울/강남구,
3023,아이러브강남의원,36854203,http://ilovegangnam.com,서울특별시 강남구 논현로 606 동도빌딩 6층,서울,강남구,논현동,서울/강남구,
303,아카이브청담의원,1704513363,https://archive.beauty,서울특별시 강남구 선릉로 836 3층,서울,강남구,청담동,서울/강남구,
