NO,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지,출처,naver_name,naver_address,naver_website,naver_category,naver_mapx,naver_mapy,naver_matched,match_reason
958,연세라인업의원,의원,02-553-8070,6221,"서울특별시 강남구 테헤란로 222, 도원빌딩 5층 (역삼동)",http://www.연세라인업.kr/,미표시_의원,연세라인업의원,서울특별시 강남구 테헤란로 222 도원빌딩 5층,https://blog.naver.com/line8070,"병원,의원>피부과",1270407717.0,375016650.0,True,address_full
962,호안의원,의원,02-6497-5050,4420,"서울특별시 용산구 독서당로 78, 고은빌딩 2~4층 (한남동)",,미표시_의원,호안의원,"서울특별시 용산구 독서당로 78 2, 3층",https://hoan.clinic/,"병원,의원>피부과",1270092970.0,375339613.0,True,address_full
964,연세티트리의원,의원,02-703-8213,4321,"서울특별시 용산구 한강대로 295, (갈월동, 남영빌딩)",,미표시_의원,연세티트리의원,서울특별시 용산구 한강대로 295 남영빌딩,https://blog.naver.com/teatreehosp,"병원,의원>피부과",1269717291.0,375445621.0,True,address_full
966,하예의원,의원,02-797-0727,4420,"서울특별시 용산구 독서당로 80, 대정빌딩 1,2층 (한남동)",,미표시_의원,하예의원,"서울특별시 용산구 독서당로 80 1,2층",https://www.instagram.com/haye_skinclinic,"병원,의원>피부과",1270094596.0,375340420.0,True,address_full
972,디캐럿의원,의원,02-3443-7117,6032,"서울특별시 강남구 논현로 807, 2,3,4,5층 (신사동)",,미표시_의원,디캐럿의원 신사,서울특별시 강남구 논현로 807 캐럿빌딩 1F-6F 디캐럿의원 신사,https://sinsa.dicarat.com/,"병원,의원>피부과",1270278927.0,375207979.0,True,address_full
973,신도림라인업의원,의원,02-858-5482,8288,"서울특별시 구로구 새말로 97, 신도림테크노마트 41~44, 69~72, 84~87, 114~117호 (구로동)",,미표시_의원,신도림 라인업의원,서울특별시 구로구 새말로 97 신도림테크노마트 1층,https://pf.kakao.com/_TxlkCj,"병원,의원>피부과",1268902273.0,375070439.0,True,address_full
977,드네의원,의원,02-516-8875,6029,"서울특별시 강남구 논현로175길 58, 2층 (신사동)",,미표시_의원,드네의원,서울특별시 강남구 논현로175길 58 2층,https://www.dneclinic.com/,"병원,의원>피부과",1270241268.0,375244694.0,True,address_full
983,앤의원,의원,02-717-7726,4214,"서울특별시 마포구 만리재로 15, 403~406호 (공덕동, 제일빌딩)",,미표시_의원,앤의원,서울특별시 마포구 만리재로 15 제일빌딩 4층 403~406호,http://www.annbeauty.co.kr/index.asp,"병원,의원>피부과",1269527918.0,375446233.0,True,address_full
984,젬마의원,의원,518-0057,6032,"서울특별시 강남구 논현로 815, 부르다문 빌딩 1층 6층 (신사동)",http://www.gemmahair.com,미표시_의원,젬마모발이식센터,"서울특별시 강남구 논현로 815 1층, 6층 젬마모발이식센터",https://blog.naver.com/gemma4423,"병원,의원>피부과",1270278686.0,375213646.0,True,address_full
985,곽승민의원,의원,02-2676-1238,8309,"서울특별시 구로구 구로동로 135, 4층일부(구로동, 남부빌딩) (구로동)",http://,미표시_의원,곽승민의원,서울특별시 구로구 구로동로 135 4층,,"병원,의원>피부과",1268838224.0,374906737.0,True,address_full
986,피오르의원,의원,02-542-0571,6031,"서울특별시 강남구 압구정로18길 7, 정인빌딩 3층 (신사동)",,미표시_의원,피오르의원,서울특별시 강남구 압구정로18길 7 정인빌딩 3층,https://blog.naver.com/fiorclinic,"병원,의원>피부과",1270244965.0,375243775.0,True,address_full
989,호수의원,의원,02-792-0506,4419,"서울특별시 용산구 독서당로 85, 3층 (한남동)",,미표시_의원,호수의원,서울특별시 용산구 독서당로 85,http://www.hosooclinic.com/,"병원,의원>피부과",1270098341.0,375346727.0,True,address_full
990,더플랜업의원,의원,02-543-5030,6031,"서울특별시 강남구 압구정로20길 6, 한스빌딩 3층 (신사동)",,미표시_의원,더플랜업의원,서울특별시 강남구 압구정로20길 6 3층,https://www.instagram.com/the_plan_up_/,"병원,의원>피부과",1270246207.0,375247021.0,True,address_full
991,예라인의원,의원,02-6951-0071,6025,"서울특별시 강남구 논현로 812, 6층 (신사동)",https://ylcell.com,미표시_의원,예라인의원 압구정,서울특별시 강남구 논현로 812 6층 예라인의원,https://yeline-cell.com/,"병원,의원>피부과",1270284649.0,375210622.0,True,address_full
993,리의원,의원,02-526-9494,4419,"서울특별시 용산구 한남대로20길 21-18, 4층 (한남동)",,미표시_의원,리의원,서울특별시 용산구 한남대로20길 21-18 4층,https://www.instagram.com/reclinic_hannam_,"병원,의원>피부과",1270091204.0,375352070.0,True,address_full
995,모우다의원,의원,02-6953-5890,6032,"서울특별시 강남구 논현로 823, B&S빌딩 3층 (신사동)",,미표시_의원,모우다의원,서울특별시 강남구 논현로 823 B&S빌딩 3층,https://moudaclinic.com,"병원,의원>피부과",1270279673.0,375219370.0,True,address_full
997,비스포크의원,의원,02-6925-1777,4146,"서울특별시 마포구 마포대로 109, 3층 301호 (공덕동, 롯데캐슬프레지던트)",,미표시_의원,비스포크의원,서울특별시 마포구 마포대로 109 3층 301호,https://www.youtube.com/@doctorilse,"병원,의원>피부과",1269503832.0,375445956.0,True,address_full
1000,메디컬오의원,의원,02-515-1073,6025,"서울특별시 강남구 논현로 820, 제이씨빌딩 4층 일부호 (신사동)",,미표시_의원,메디컬오 의원,서울특별시 강남구 논현로 820 4층,,"병원,의원>피부과",1270285196.0,375215790.0,True,address_full
1002,이유의원,의원,02-6389-0188,6025,"서울특별시 강남구 논현로 820, 제이씨빌딩 2층 (신사동)",,미표시_의원,이유의원,서울특별시 강남구 논현로 820 JC빌딩 2층,https://litt.ly/reyouclinic,"병원,의원>피부과",1270285238.0,375215879.0,True,address_full
1005,닥터안헤어플란트의원,의원,0507-1448-5858,6105,"서울특별시 강남구 언주로 647, 2층 (논현동, 강남빌딩)",www.hairmedical.co.kr/,미표시_의원,닥터안헤어플란트의원,서울특별시 강남구 언주로 647 강남빌딩 2층,https://blog.naver.com/dahair,"병원,의원>피부과",1270350229.0,375144064.0,True,address_full
1007,오퍼스의원,의원,02-6203-3838,6032,"서울특별시 강남구 도산대로27길 43, 2층 (신사동)",,미표시_의원,오퍼스의원,서울특별시 강남구 도산대로27길 43 2층,https://www.instagram.com/opusclinic_,"병원,의원>피부과",1270274511.0,375226403.0,True,address_full
1008,비에스의원,의원,517-9977,6031,"서울특별시 강남구 논현로159길 14, 4층 (신사동)",http://www.bsdreamclinic.com,미표시_의원,비에스의원,서울특별시 강남구 논현로159길 14 우암빌딩 4층,http://www.bsclinic.co.kr,"병원,의원>피부과",1270269805.0,375231199.0,True,address_full
1009,815의원,의원,02-515-8150,6025,"서울특별시 강남구 논현로 822, 로뎀빌딩 4,5,6층 (신사동)",,미표시_의원,815의원,"서울특별시 강남구 논현로 822 로뎀빌딩 4, 5, 6층",http://815clinic.co.kr/,"병원,의원>피부과",1270284507.0,375218350.0,True,address_full
1018,압구정에테르나의원,의원,02-467-9337,6031,"서울특별시 강남구 논현로159길 10, 2층 (신사동)",,미표시_의원,압구정 에테르나 의원,서울특별시 강남구 논현로159길 10 2층 201호,https://eternaclinic.co.kr/eternaintro/,"병원,의원>피부과",1270273583.0,375231164.0,True,address_full
1021,압구정비엘에스의원,의원,02-544-4841,6025,"서울특별시 강남구 논현로 824, 동양빌딩 8층 (신사동)",,미표시_의원,압구정 BLS의원,서울특별시 강남구 논현로 824 동양빌딩 8층 BLS클리닉 압구정점,http://blsclinic3.com/,"병원,의원>피부과",1270284805.0,375220003.0,True,address_full
1025,가산연합의원,의원,02-1666-2500,8502,"서울특별시 금천구 가산디지털1로 186, 제이플라츠 403호 (가산동)",,미표시_의원,가산연합의원,서울특별시 금천구 가산디지털1로 186 4층 403호,http://www.gasanclinic.com/,"병원,의원>피부과",1268815811.0,374819131.0,True,address_full
1029,모힐의원,의원,1899-7527,6032,"서울특별시 강남구 논현로 833, 505호 (신사동, 재경빌딩)",www.moheal.co.kr,미표시_의원,모힐의원,서울특별시 강남구 논현로 833 재경빌딩 5층 505호,https://blog.naver.com/moheal,"병원,의원>피부과",1270279163.0,375227958.0,True,address_full
1031,메종프리베의원,의원,02-515-9889,6025,"서울특별시 강남구 논현로158길 6, 2~5층 (신사동)",http://www.drosclinic.com/new2012,미표시_의원,메종프리베의원,서울특별시 강남구 논현로158길 6 메종프리베의원,https://dro.ooo,"병원,의원>피부과",1270288024.0,375219948.0,True,address_full
1034,반딧불의원,의원,02,6025,"서울특별시 강남구 논현로 826, 제이와이(JY빌딩) 2층 (신사동)",,미표시_의원,반딧불의원,서울특별시 강남구 논현로 826 JY빌딩 2층,https://www.banditbulclinic.com,"병원,의원>피부과",1270285624.0,375222369.0,True,address_full
1035,비욘드의원,의원,,6025,"서울특별시 강남구 논현로 826, 제이와이(JY빌딩) 6층 (신사동)",,미표시_의원,비욘드의원,서울특별시 강남구 논현로 826 6층 비욘드의원,https://www.youtube.com/@dr.hyojung,"병원,의원>피부과",1270285624.0,375222369.0,True,address_full
1036,엔디어트의원,의원,02-6958-6390,6031,"서울특별시 강남구 압구정로28길 48, 2층 4층 (신사동)",https://endiet.co.kr,미표시_의원,엔디어트의원,서울특별시 강남구 압구정로28길 48 참빌딩 2층,https://pf.kakao.com/_MaxoxcG,"병원,의원>피부과",1270274507.0,375233680.0,True,address_full
1037,디토셀의원,의원,02-564-7774,6144,"서울특별시 강남구 언주로 554, 3층 (역삼동)",,미표시_의원,디토셀의원,서울특별시 강남구 언주로 554 3층 301호,https://dittocell.com,"병원,의원>피부과",1270400525.0,375074644.0,True,address_full
1041,유진스의원,의원,02-516-3070,6031,"서울특별시 강남구 압구정로28길 49, 유림아트홀 4층 402호 (신사동)",,미표시_의원,유진스의원,서울특별시 강남구 압구정로28길 49 402호,http://유진스.com/,"병원,의원>피부과",1270277277.0,375232635.0,True,address_full
1042,제니의원,의원,02-511-1535,6030,"서울특별시 강남구 논현로175길 38, 5층 (신사동)",http://www.jennyclinic.kr,미표시_의원,제니의원 압구정역,서울특별시 강남구 논현로175길 38 5층,https://jennyclinic.kr,"병원,의원>피부과",1270255686.0,375251880.0,True,address_full
1050,포인트업의원,의원,02-3446-9544,6031,"서울특별시 강남구 논현로 837, 원방빌딩 2층 (신사동)",,미표시_의원,포인트업의원,서울특별시 강남구 논현로 837 원방빌딩 2층,http://www.pointupclinic.co.kr,"병원,의원>피부과",1270279801.0,375233451.0,True,address_full
1052,예젤의원,의원,02-515-7409,6147,"서울특별시 강남구 언주로 538, 대웅빌딩 1층 (역삼동)",,미표시_의원,예젤의원,서울특별시 강남구 언주로 538 대웅빌딩 1층,https://www.yezelclinic.com,"병원,의원>피부과",1270411259.0,375063905.0,True,address_full
1056,베이드의원,의원,02-515-1985,6031,"서울특별시 강남구 논현로 839, 4층 (신사동)",,미표시_의원,베이드의원,서울특별시 강남구 논현로 839 서원식스 4층,http://www.baidclinic.com,"병원,의원>피부과",1270278936.0,375237213.0,True,address_full
1059,아이에이치의원,의원,02-518-0977,6025,"서울특별시 강남구 논현로 836, 3층 (신사동)",,미표시_의원,아이에이치의원,서울특별시 강남구 논현로 836 삼신빌딩 3층,https://ihclinic.co.kr/,"병원,의원>피부과",1270286162.0,375230746.0,True,address_full
1062,리노보의원,의원,593-1356,6031,"서울특별시 강남구 논현로 841, 제이비 미소 빌딩 503호,504호,층 B103호 (신사동)",,미표시_의원,리노보의원 압구정역,서울특별시 강남구 논현로 841 5층,http://www.renovo.co.kr/,"병원,의원>피부과",1270277620.0,375240297.0,True,address_full
1063,압구정더모의원,의원,02-540-8185,6030,"서울특별시 강남구 논현로167길 16, 2층 201호 (신사동)",,미표시_의원,압구정더모의원,서울특별시 강남구 논현로167길 16 삼구빌딩 201호,https://blog.naver.com/dermoclinic,"병원,의원>피부과",1270269180.0,375247915.0,True,address_full
1065,모빈치의원,의원,02-1600-6220,6030,"서울특별시 강남구 압구정로 152, B동 303호 (신사동, 극동스포츠빌딩)",,미표시_의원,모빈치의원,서울특별시 강남구 압구정로 152 극동타워 B동 3층 303호,http://www.movinci.co.kr/,"병원,의원>피부과",1270264389.0,375255972.0,True,address_full
1067,아이니의원,의원,02-516-0515,6030,"서울특별시 강남구 압구정로 152, 극동타워 A동 3층 306호 일부 3층 (신사동)",,미표시_의원,아이니의원,서울특별시 강남구 압구정로 152 극동타워 A동 3층,https://blog.naver.com/ainiap1,"병원,의원>피부과",1270260794.0,375255751.0,True,address_full
1069,연세뷰티의원,의원,777-0000,6030,"서울특별시 강남구 압구정로 152, 304호 일부 B동 3층 (신사동)",,미표시_의원,연세뷰티의원,서울특별시 강남구 압구정로 152 극동스포츠빌딩 B동 304호,http://www.ysbclinic.com/,"병원,의원>피부과",1270260032.0,375255581.0,True,address_full
1071,하오덤의원,의원,02-512-3113,6031,"서울특별시 강남구 논현로167길 9, 낙산프라자 5층 (신사동)",https://www.haoderm.com,미표시_의원,하오덤의원 압구정,서울특별시 강남구 논현로167길 9 엘스퀘어 5층,http://haoderm.com,"병원,의원>피부과",1270273917.0,375244348.0,True,address_full
1075,글로비지테라안티에이징의원,의원,02-516-3398,6031,"서울특별시 강남구 논현로 843, EGI빌딩 7층 (신사동)",,미표시_의원,글로비지테라안티에이징의원,서울특별시 강남구 논현로 843 EGI빌딩 7층,http://www.gtheraclinic.com/,"병원,의원>피부과",1270279778.0,375243998.0,True,address_full
1077,셀리닉의원,의원,02-6203-3434,6048,"서울특별시 강남구 도산대로 228, 연승빌딩 B1, 2층 (논현동)",,미표시_의원,셀리닉의원,서울특별시 강남구 도산대로 228 연승빌딩 2층,https://cellinique.com/,"병원,의원>피부과",1270320726.0,375204830.0,True,address_full
1082,올라라의원,의원,02-512-0101,6030,"서울특별시 강남구 논현로171길 11, 3층 (신사동)",,미표시_의원,올라라의원,서울특별시 강남구 논현로171길 11 3층,https://olara.co.kr/,"병원,의원>피부과",1270274575.0,375254799.0,True,address_full
1086,엠지의원,의원,02-515-6334,6030,"서울특별시 강남구 논현로175길 17, 3층 (신사동)",,미표시_의원,엠지의원,서울특별시 강남구 논현로175길 17 3층,https://www.facebook.com/mzclinic.net,"병원,의원>피부과",1270272631.0,375257752.0,True,address_full
1087,모더함의원,의원,02-2038-2412,6030,"서울특별시 강남구 압구정로28길 19, 한익빌딩 3층 (신사동)",,미표시_의원,모더함의원,서울특별시 강남구 압구정로28길 19 3층,http://www.moderhamm.com/,"병원,의원>피부과",1270277951.0,375252454.0,True,address_full
1090,브이에스라인의원,의원,02-6949-3727,6025,"서울특별시 강남구 압구정로30길 51, I.S.A 빌딩 3층 (신사동)",,미표시_의원,VS라인의원 압구정점,서울특별시 강남구 압구정로30길 51 isa빌딩 3층 VS라인의원,https://www.instagram.com/vslineclinic.kor/,"병원,의원>피부과",1270293712.0,375239345.0,True,address_full
1096,다시봄날의원,의원,02-6925-0377,13840,"경기도 과천시 과천대로7길 33, 디테크타워 B동 1층 121~123호 (갈현동)",,미표시_의원,다시봄날의원 과천점,경기도 과천시 과천대로7길 33 디테크타워 B동 1층 121-123호,http://gc.springdayclinic.com,"병원,의원>피부과",1269776989.0,374124161.0,True,address_full
1097,압구정톡스앤필의원,의원,02-542-4842,6025,"서울특별시 강남구 논현로168길 18, 동신빌딩 5층 (신사동)",,미표시_의원,압구정톡스앤필의원,서울특별시 강남구 논현로168길 18 동신빌딩 5층 압구정톡스앤필,http://www.toxnfill2.com/,"병원,의원>피부과",1270297087.0,375238021.0,True,address_full
1100,닥터미소의원,의원,3478-2580,6030,"서울특별시 강남구 논현로175길 15, 3~4층 (신사동)",,미표시_의원,닥터미소의원,"서울특별시 강남구 논현로175길 15 운남빌딩 3, 4층",https://blog.naver.com/dr_miso_smile,"병원,의원>피부과",1270274275.0,375258676.0,True,address_full
1101,누브의원,의원,02-6207-7179,6211,"서울특별시 강남구 테헤란로44길 7, 3층 (역삼동)",,미표시_의원,누브의원 선릉,서울특별시 강남구 테헤란로44길 7 3층,https://nuvclinic.com,"병원,의원>피부과",1270449237.0,375024076.0,True,address_full
1103,에이포의원,의원,070-4790-1844,6030,"서울특별시 강남구 논현로 857, A857 지하 1층 (신사동)",,미표시_의원,에이포의원 압구정,서울특별시 강남구 논현로 857 지하1층,http://aforclinic.com/,"병원,의원>피부과",1270281820.0,375254381.0,True,address_full
1104,포헤어의원,의원,02-542-0424,6030,"서울특별시 강남구 논현로 857, A857 2층 (신사동)",,미표시_의원,포헤어의원 서울점,서울특별시 강남구 논현로 857 A857빌딩 2층,https://www.forhair.co.kr,"병원,의원>피부과",1270281325.0,375253644.0,True,address_full
1105,하일리의원,의원,02-6207-7006,6030,"서울특별시 강남구 논현로 857, A857 5층 (신사동)",,미표시_의원,하일리의원,서울특별시 강남구 논현로 857 A857 5층,https://www.instagram.com/highly_clinic_official,"병원,의원>피부과",1270281509.0,375253100.0,True,address_full
1107,필의원,의원,02-862-7585,8280,"서울특별시 구로구 구로동로 240, 세일빌딩 3층 302호 (구로동)",,미표시_의원,필의원,서울특별시 구로구 구로동로 240 세일빌딩 3층,https://pf.kakao.com/_mCbaxd/chat,"병원,의원>피부과",1268827344.0,375000261.0,True,address_full
1109,닥터소녀로의원,의원,02-512-7500,6030,"서울특별시 강남구 논현로171길 4, 의섭빌딩 2층 (신사동)",,미표시_의원,닥터소녀로의원,서울특별시 강남구 논현로171길 4,http://www.drgirl.co.kr/,"병원,의원>피부과",1270280529.0,375257087.0,True,address_full
1119,닥터선의원,의원,02-6273-7500,4420,"서울특별시 용산구 독서당로 122, 2층 (한남동)",https://www.drsunclinic.com,미표시_의원,닥터선의원,서울특별시 용산구 독서당로 122 2층,http://drsunclinic.co.kr/,"병원,의원>피부과",1270125829.0,375367762.0,True,address_full
1120,더새로이의원,의원,02-569-8575,6058,"서울특별시 강남구 언주로 720, 지하2층 (논현동)",,미표시_의원,더새로이의원,서울특별시 강남구 언주로 720 펜트힐캐스케이드 B2층 더새로이의원,http://www.theseroi.co.kr/,"병원,의원>피부과",1270358999.0,375180710.0,True,address_full
1122,온앤업의원,의원,02-719-2016,4091,"서울특별시 마포구 토정로 222, 한국출판콘텐츠센터 2층 202호 (신수동)",,미표시_의원,온앤업의원 마포공덕,서울특별시 마포구 토정로 222 202호,https://blog.naver.com/honeysuckle266971,"병원,의원>피부과",1269352956.0,375444976.0,True,address_full
1123,문의원,의원,02-3443-8979,6024,"서울특별시 강남구 논현로168길 40, 레아트문클리닉 타워 2,3층 (신사동)",,미표시_의원,문의원,서울특별시 강남구 논현로168길 40 2층,http://www.moonclinic.co.kr/,"병원,의원>피부과",1270313550.0,375231552.0,True,address_full
1125,셀앤의원,의원,516-2025,6048,"서울특별시 강남구 언주로 735, 9층 (논현동)",,미표시_의원,셀앤의원,서울특별시 강남구 언주로 735 9층,http://www.mhskin.co.kr/,"병원,의원>피부과",1270336916.0,375207896.0,True,address_full
1126,오빗의원,의원,02-517-8004,6030,"서울특별시 강남구 논현로175길 6, 3층 (신사동)",,미표시_의원,오빗의원,서울특별시 강남구 논현로175길 6 3층,http://www.orbit-clinic.com/,"병원,의원>피부과",1270279356.0,375263720.0,True,address_full
1127,온앤위드의원,의원,02-549-8860,6030,"서울특별시 강남구 논현로175길 6, 3층 일부 (신사동)",,미표시_의원,온앤위드의원,서울특별시 강남구 논현로175길 6 3층,http://onnwith.com,"병원,의원>피부과",1270279229.0,375263368.0,True,address_full
1128,릴리브의원,의원,02-2138-2775,6030,"서울특별시 강남구 논현로 867, 한승빌딩 6층 (신사동)",https://www.relieveclinic.co.kr,미표시_의원,릴리브의원,서울특별시 강남구 논현로 867 6층,https://pf.kakao.com/_EUxjMn/chat,"병원,의원>피부과",1270282076.0,375261880.0,True,address_full
1130,이지동안의원,의원,02-1544-7533,6030,"서울특별시 강남구 압구정로 168, 2,3층 (신사동)",,미표시_의원,이지동안의원 강남본점,서울특별시 강남구 압구정로 168 2층,http://egsns.com,"병원,의원>피부과",1270279902.0,375266523.0,True,address_full
1132,더맑은의원,의원,02-3439-7333,8207,"서울특별시 구로구 경인로63길 11, 신도림 크라운빌2 오피스텔 2층 일부호 (신도림동)",http://theclearskin.co.kr/,미표시_의원,더맑은의원,서울특별시 구로구 경인로63길 11 크라운빌 2차 오피스텔 2층 205호,http://www.theclearskin.co.kr/,"병원,의원>피부과",1268853963.0,375076174.0,True,address_full
1136,압구정튠의원,의원,02-540-8011,6022,"서울특별시 강남구 논현로 868, 구정빌딩 5층 (신사동)",http://www.jnd7.com,미표시_의원,압구정튠의원,서울특별시 강남구 논현로 868 구정빌딩 5층 튠의원,http://tune-clinic.co.kr/,"병원,의원>피부과",1270289120.0,375260958.0,True,address_full
1137,엔젤미의원,의원,02-1661-8830,6022,"서울특별시 강남구 논현로 868, 구정빌딩 3층 (신사동)",,미표시_의원,엔젤미의원,서울특별시 강남구 논현로 868 구정빌딩 3층,https://angelmiclinic.com/,"병원,의원>피부과",1270288126.0,375260871.0,True,address_full
1138,에스준의원,의원,02-6959-5990,8208,"서울특별시 구로구 경인로 643, 205동 221호 (신도림동, 신도림2차동아아파트)",,미표시_의원,에스준의원 신도림점,서울특별시 구로구 경인로 643 동아2차 205동 상가 2층 에스준의원,https://cafe.naver.com/sjuneclinic,"병원,의원>피부과",1268867883.0,375084331.0,True,address_full
1140,청담란셀의원,의원,02-546-8844,6103,"서울특별시 강남구 봉은사로 325, 라임타워 2층 (논현동)",,미표시_의원,청담란셀의원,서울특별시 강남구 봉은사로 325 LIME TOWER 2층,https://rancellclinic.com,"병원,의원>피부과",1270423980.0,375101315.0,True,address_full
1142,연세미다인의원,의원,02-326-2666,6022,"서울특별시 강남구 압구정로30길 23, 3층 304호 (신사동)",http://www.midain.com/,미표시_의원,연세미다인의원,서울특별시 강남구 압구정로30길 23 3층 304호,https://daedamo.com/search/%EC%97%B0%EC%84%B8%EB%AF%B8%EB%8B%A4%EC%9D%B8/haircare,"병원,의원>피부과",1270295122.0,375259003.0,True,address_full
1143,몬스터의원,의원,02-543-2488,6022,"서울특별시 강남구 압구정로30길 16, 아크힐즈16 4, 6층 (신사동)",http://www.monsterclinic.com,미표시_의원,몬스터의원,"서울특별시 강남구 압구정로30길 16 아크힐즈16 빌딩 4층(접수/시술),6층(VIP센터)",https://monsterclinic.com,"병원,의원>피부과",1270291335.0,375264300.0,True,address_full
1144,신사넘버파이브의원,의원,02-540-8555,6022,"서울특별시 강남구 압구정로30길 16, 아크힐즈 16, 7층 (신사동)",,미표시_의원,신사넘버파이브의원,서울특별시 강남구 압구정로30길 16 아크힐즈16빌딩 7층,http://no5clinic.com/main,"병원,의원>피부과",1270291219.0,375264315.0,True,address_full
1145,유앤아이의원,의원,02-6954-7233,13840,"경기도 과천시 과천대로 111, 렉서 201~209호 (갈현동)",https://www.gcuni114.co.kr/staff/,미표시_의원,유앤아이의원 과천점,경기도 과천시 과천대로 111 201~209호,https://www.gcuni114.co.kr/,"병원,의원>피부과",1269807026.0,374126689.0,True,address_full
1149,압구정맘모스헤어라인의원,의원,02-518-8782,6022,"서울특별시 강남구 논현로 878, 중산빌딩 2층 (신사동)",http://www.mammothseoul.com,미표시_의원,압구정 맘모스헤어라인의원,서울특별시 강남구 논현로 878 중산빌딩 2층,https://mammothseoul.com,"병원,의원>피부과",1270288251.0,375270652.0,True,address_full
1152,리앤유의원,의원,,8210,"서울특별시 구로구 경인로59길 8, 태영프라자 309,310호 (신도림동)",,미표시_의원,리앤유의원,"서울특별시 구로구 경인로59길 8 태영프라자 309, 310호",https://www.renyou.co.kr,"병원,의원>피부과",1268833762.0,375064034.0,True,address_full
1162,블랑드비의원,의원,02-563-0000,6005,"서울특별시 강남구 압구정로29길 21, 현대백화점 컬처파크 지하 1층 (압구정동)",,미표시_의원,블랑드비의원 압구정,서울특별시 강남구 압구정로29길 21 현대백화점 압구정점 컬쳐파크 지하1층,https://blancdevie.com/apgujeong/,"병원,의원>피부과",1270276293.0,375287347.0,True,address_full
1164,예스미의원,의원,02-518-7300,6022,"서울특별시 강남구 논현로176길 14, 3층 (신사동)",,미표시_의원,예스미의원,서울특별시 강남구 논현로176길 14 302호,http://www.yesmeskin.com,"병원,의원>피부과",1270297326.0,375269931.0,True,address_full
1165,한사랑노노의원,의원,511-8700,6022,"서울특별시 강남구 논현로176길 14, 7층 (신사동)",http://www.fillerbotox.com,미표시_의원,한사랑노노의원,서울특별시 강남구 논현로176길 14 압구정증권빌딩 SK증권 7층 701호,http://www.fillerbotox.com/,"병원,의원>피부과",1270297184.0,375270250.0,True,address_full
1168,나라온의원,의원,02-711-1907,4110,"서울특별시 마포구 백범로 90, 2층 (대흥동)",,미표시_의원,나라온의원,서울특별시 마포구 백범로 90,https://nalaon.imweb.me/,"병원,의원>피부과",1269415463.0,375478298.0,True,address_full
1170,연세미랑의원,의원,894-7780,14248,"경기도 광명시 범안로 1049, 5층 (하안동, 성원빌딩)",,미표시_의원,연세미랑의원,경기도 광명시 범안로 1049 성원빌딩 5층,http://www.mirang.co.kr,"병원,의원>피부과",1268793078.0,374627274.0,True,address_full
1172,제이드의원,의원,02-556-7761,6153,"서울특별시 강남구 선릉로 578, 태정빌딩 4층 (삼성동)",,미표시_의원,제이드의원,서울특별시 강남구 선릉로 578 4층,http://jade-clinic.com/,"병원,의원>피부과",1270442012.0,375100806.0,True,address_full
1174,빛봄의원,의원,02-6671-5551,14305,"경기도 광명시 범안로 1046, 서울스타빌딩 3층 일부호 (하안동)",,미표시_의원,빛봄의원,경기도 광명시 범안로 1046 서울스타빌딩 3층,http://www.bitbomclinic.com/,"병원,의원>피부과",1268793893.0,374620338.0,True,address_full
1178,안티에이징의원,의원,02-501-0321,6218,"서울특별시 강남구 도곡로 317, 5층 (역삼동)",,미표시_의원,안티에이징의원,서울특별시 강남구 도곡로 317 5층 501호,https://도곡안티에이징의원.com,"병원,의원>피부과",1270506459.0,374958677.0,True,address_full
1179,모앤블레스의원,의원,02-540-0011,6022,"서울특별시 강남구 압구정로 208, 본경빌딩 3층 (신사동)",,미표시_의원,모앤블레스의원,서울특별시 강남구 압구정로 208 본경빌딩 3층,http://www.moandbless.co.kr/,"병원,의원>피부과",1270298141.0,375276067.0,True,address_full
1184,청담지온유의원,의원,02-545-9402,6099,"서울특별시 강남구 학동로 338, 2층 (논현동, 강남파라곤)",,미표시_의원,청담지온유의원,서울특별시 강남구 학동로 338 파라곤상가 S 201호,https://www.youtube.com/@dr_ji_on,"병원,의원>피부과",1270399654.0,375165501.0,True,address_full
1185,더제이의원,의원,02-1577-7051,6060,"서울특별시 강남구 학동로 337, H타워 7층 (논현동)",www.thejskin.com,미표시_의원,더제이의원,서울특별시 강남구 학동로 337 H타워 8층,,"병원,의원>피부과",1270400187.0,375171499.0,True,address_full
1188,포레웰의원,의원,02-6013-0079,6218,"서울특별시 강남구 도곡로 319, 3층 (역삼동)",,미표시_의원,포레웰의원,서울특별시 강남구 도곡로 319 3층,https://talk.naver.com/profile/c/forewellclinic,"병원,의원>피부과",1270508315.0,374959016.0,True,address_full
1191,닥터알의원,의원,02-2636-4580,7223,"서울특별시 영등포구 양평로 12, 정오빌딩 2층 (당산동6가)",,미표시_의원,닥터알의원,서울특별시 영등포구 양평로 12 정오빌딩 2층,http://drrclinic.com/,"병원,의원>피부과",1269049810.0,375326353.0,True,address_full
1195,밀리의원,의원,000-0000,6021,"서울특별시 강남구 도산대로45길 17, 제성빌딩 3층 (신사동)",,미표시_의원,밀리의원 도산,서울특별시 강남구 도산대로45길 17 3층 밀리의원,http://miliclinic.com,"병원,의원>피부과",1270350643.0,375234158.0,True,address_full
